@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R2-3,6,8-11,13-14,17,20-21'

@attribute sd numeric
@attribute median numeric
@attribute IQR numeric
@attribute kurt numeric
@attribute sp.ent numeric
@attribute sfm numeric
@attribute mode numeric
@attribute meanfun numeric
@attribute minfun numeric
@attribute mindom numeric
@attribute modindx numeric
@attribute label {male,female}

@data
0.059159,0.133359,0.107692,9.567504,0.904321,0.380587,0.117385,0.107572,0.034843,0.107422,0.578277,male
0.062664,0.140085,0.108936,12.463928,0.926593,0.478879,0.112,0.112267,0.028902,0.004883,0.39833,male
0.062959,0.144204,0.112402,11.120178,0.922931,0.43281,0.115326,0.119264,0.044053,0.087891,0.581857,male
0.061891,0.135071,0.106708,12.629116,0.918897,0.41362,0.129191,0.12005,0.035088,0.087891,0.459834,male
0.06092,0.133009,0.110112,13.195741,0.910558,0.408569,0.121473,0.114636,0.026882,0.004883,0.384255,male
0.062138,0.128557,0.112812,14.920951,0.91152,0.441587,0.115896,0.116793,0.039216,0.004883,0.53006,male
0.059026,0.134488,0.107297,13.548296,0.903358,0.38298,0.107113,0.110097,0.015456,0.092773,0.635543,male
0.059006,0.127799,0.106382,15.725238,0.897425,0.39067,0.10884,0.118877,0.067568,0.058594,0.55596,male
0.060256,0.134247,0.109899,11.790098,0.915078,0.443104,0.113234,0.115595,0.056497,0.004883,0.554908,male
0.059217,0.148815,0.109407,14.275785,0.902863,0.394846,0.108198,0.102244,0.020202,0.083008,0.42557,male
0.059335,0.139742,0.109071,11.80389,0.907897,0.397064,0.112172,0.113818,0.030769,0.087891,0.6025,male
0.060988,0.135009,0.11242,18.45975,0.90057,0.395942,0.116798,0.119749,0.024814,0.004883,0.551575,male
0.060249,0.132632,0.108813,22.981486,0.905132,0.431326,0.113439,0.123802,0.036232,0.073242,0.618773,male
0.063401,0.155755,0.113143,15.665239,0.911939,0.425609,0.115265,0.110186,0.043668,0.03418,0.262092,male
0.06155,0.168475,0.113168,10.020275,0.892642,0.332396,0.110248,0.115373,0.040323,0.092773,0.346237,male
0.065914,0.160573,0.126284,13.559708,0.911793,0.384199,0.127455,0.117003,0.019531,0.068359,0.365517,male
0.066369,0.17976,0.125566,12.204165,0.914488,0.381716,0.125035,0.118619,0.044444,0.004883,0.282859,male
0.063125,0.131224,0.112525,15.148047,0.908888,0.435065,0.114985,0.115769,0.060606,0.083008,0.271018,male
0.060314,0.131528,0.110917,23.068736,0.901992,0.368015,0.115284,0.11406,0.038462,0.004883,0.319402,male
0.061628,0.132399,0.113131,19.091774,0.902308,0.391141,0.119495,0.110657,0.027855,0.004883,0.352343,male
0.061855,0.133283,0.112424,12.781669,0.910334,0.380705,0.125505,0.111983,0.054348,0.087891,0.334005,male
0.062116,0.129479,0.110303,18.955519,0.921257,0.482695,0.11183,0.115959,0.024814,0.083008,0.481579,male
0.061829,0.135501,0.109036,13.846216,0.931406,0.51746,0.116446,0.113705,0.02584,0.083008,0.425542,male
0.063343,0.139657,0.110147,13.488556,0.920831,0.461826,0.128848,0.125441,0.079365,0.087891,0.453968,male
0.060543,0.129154,0.107461,12.921125,0.918166,0.467465,0.113468,0.114618,0.042373,0.107422,0.402344,male
0.062058,0.138373,0.107719,12.774804,0.93327,0.515668,0.108746,0.099983,0.015083,0.053711,0.614865,male
0.059352,0.137289,0.106508,14.043837,0.921259,0.446004,0.111056,0.108385,0.019084,0.087891,0.23483,male
0.060294,0.140954,0.104372,11.842747,0.929557,0.479483,0.117375,0.10873,0.017857,0.092773,0.342138,male
0.05921,0.137282,0.105899,15.317888,0.920055,0.452015,0.110632,0.109522,0.045662,0.004883,0.266656,male
0.062527,0.134031,0.109358,20.28437,0.929282,0.510689,0.11286,0.102886,0.028011,0.058594,0.501104,male
0.061567,0.147835,0.109684,11.823577,0.933421,0.491933,0.10764,0.109564,0.010953,0.048828,0.629139,male
0.062124,0.141639,0.110758,10.580525,0.931208,0.478228,0.120591,0.114064,0.035971,0.083008,0.264139,male
0.060395,0.132409,0.109458,12.116766,0.916162,0.43933,0.113342,0.109134,0.041667,0.004883,0.298989,male
0.06096,0.133325,0.109297,17.889424,0.911712,0.463351,0.110131,0.114819,0.052083,0.004883,0.195022,male
0.058855,0.128658,0.105089,18.650106,0.916754,0.470701,0.107392,0.101935,0.048077,0.004883,0.159632,male
0.060025,0.139073,0.103167,8.164822,0.9349,0.491228,0.113618,0.115567,0.034247,0.083008,0.212162,male
0.059072,0.127465,0.104186,19.470467,0.912684,0.454094,0.111186,0.121602,0.040816,0.004883,0.437586,male
0.06023,0.171909,0.111032,14.333682,0.901312,0.385642,0.106708,0.104192,0.013369,0.004883,0.554321,male
0.063865,0.171791,0.117858,10.014721,0.914712,0.425689,0.116825,0.115603,0.044053,0.078125,0.602527,male
0.060335,0.140085,0.111593,20.298964,0.90718,0.41258,0.114815,0.110352,0.019231,0.087891,0.6,male
0.059852,0.147013,0.108918,20.799925,0.898225,0.401169,0.110649,0.115299,0.079365,0.087891,0.552115,male
0.082782,0.191191,0.162202,19.929617,0.952161,0.679223,0.049926,0.185042,0.023022,0.046875,0.339888,female
0.067789,0.200639,0.050579,19.865482,0.910458,0.506099,0.05002,0.15959,0.018713,0.054688,0.269231,female
0.061974,0.211358,0.051265,14.921964,0.904432,0.425289,0.049961,0.156465,0.016194,0.054688,0.329521,female
0.072087,0.204656,0.075344,10.061489,0.907115,0.524209,0.193435,0.182629,0.024922,0.054688,0.294717,female
0.05755,0.220229,0.059416,5.670912,0.879674,0.343548,0.050165,0.162043,0.016807,0.054688,0.251546,female
0.071344,0.189051,0.058248,17.79122,0.901022,0.491709,0.050073,0.168343,0.015936,0.054688,0.407792,female
0.077964,0.204277,0.113291,12.822157,0.927424,0.580274,0.241551,0.162259,0.016842,0.054688,0.309841,female
0.068569,0.216026,0.063046,7.537126,0.896919,0.409583,0.050066,0.163077,0.016754,0.046875,0.235348,female
0.062668,0.21164,0.052824,9.766254,0.902083,0.449973,0.050062,0.162897,0.016684,0.054688,0.265306,female
0.069538,0.204847,0.047248,12.557136,0.909607,0.526946,0.050102,0.143819,0.015764,0.054688,0.206433,female
0.038089,0.198857,0.044129,9.898559,0.889682,0.26059,0.208638,0.170613,0.032854,0.007813,0.192857,female
0.038431,0.204637,0.042572,19.036583,0.873564,0.27753,0.210639,0.157393,0.015826,0.007813,0.102606,female
0.043268,0.192976,0.059583,5.224913,0.911405,0.309484,0.193103,0.162553,0.059259,0.148438,0.088887,female
0.045272,0.178621,0.055771,5.955017,0.912666,0.337722,0.15677,0.156678,0.018913,0.007813,0.210145,female
0.045254,0.181654,0.0633,6.354831,0.916303,0.321683,0.16298,0.15458,0.015842,0.140625,0.101153,female
0.041713,0.193701,0.049626,8.094649,0.898585,0.269968,0.177692,0.18661,0.016495,0.007813,0.279449,female
0.088124,0.205149,0.169725,5.673614,0.935653,0.569033,0.232255,0.198199,0.061776,0.007813,0.293181,female
0.07982,0.172032,0.122604,5.961927,0.956338,0.72363,0,0.160708,0.015857,0.007813,0.253228,female
0.085694,0.070083,0.163528,5.695332,0.938698,0.622022,0.021692,0.175173,0.036199,0.03125,0.232718,female
0.0883,0.169705,0.169705,3.992318,0.964292,0.747201,0.16738,0.195872,0.055556,0.007813,0.109273,female
0.087557,0.088363,0.165128,6.765329,0.962681,0.747374,0.008836,0.189172,0.016,0.007813,0.113133,female
0.086975,0.174703,0.163136,5.047261,0.956734,0.696907,0.169364,0.178265,0.041667,0.007813,0.314655,female
0.090561,0.189495,0.181481,3.957055,0.958113,0.724561,0.260202,0.193687,0.057348,0.023438,0.246739,female
0.067799,0.106461,0.109923,2.209673,0.974426,0.762459,0.03592,0.193369,0.026059,0.015625,0.3126,female
0.085216,0.145739,0.167092,4.788478,0.941022,0.620471,0.193518,0.187219,0.032787,0.015625,0.19046,female
0.085752,0.184577,0.149403,6.619172,0.965696,0.768796,0.220448,0.190429,0.068966,0.039063,0.332773,female
0.078448,0.084109,0.13909,2.997758,0.954834,0.662665,0.178414,0.160506,0.016684,0.015625,0.277885,female
0.083574,0.185332,0.150479,11.595644,0.956487,0.718422,0.213591,0.187319,0.050794,0.007813,0.204807,female
0.080538,0.199428,0.129984,6.115742,0.930716,0.601286,0.203879,0.189002,0.040921,0.015625,0.345714,female
0.084946,0.08237,0.161021,5.538644,0.95286,0.688808,0.014586,0.18955,0.03125,0.007813,0.075191,female
0.091578,0.074422,0.186555,14.977292,0.936815,0.674005,0.007342,0.195894,0.105263,0.007813,0.14877,female
0.072735,0.217169,0.050838,120.469444,0.888329,0.368235,0.050056,0.167177,0.016649,0.054688,0.228571,female
0.065011,0.20984,0.048195,159.098073,0.878045,0.333316,0.050114,0.163877,0.016113,0.054688,0.168389,female
0.06543,0.199177,0.046702,175.696791,0.87444,0.386447,0.050114,0.131372,0.016684,0.054688,0.132063,female
0.077676,0.189544,0.140863,73.512156,0.932346,0.63122,0.050062,0.143875,0.016667,0.054688,0.244444,female
0.062357,0.212757,0.044828,58.202772,0.861743,0.338165,0.050165,0.150005,0.016048,0.054688,0.228736,female
0.069076,0.209107,0.043097,150.626698,0.873962,0.378078,0.049982,0.159363,0.018265,0.054688,0.315402,female
0.075746,0.206228,0.067784,124.648059,0.903614,0.447922,0.05006,0.147165,0.015748,0.054688,0.281362,female
0.0647,0.212,0.0536,47.254702,0.897404,0.393757,0.050133,0.160405,0.016842,0.054688,0.367188,female
0.069486,0.209267,0.054435,46.590196,0.885191,0.384833,0.050198,0.184561,0.017354,0.054688,0.237423,female
0.061768,0.208139,0.042658,42.712962,0.883909,0.369092,0.050102,0.17816,0.025518,0.054688,0.27763,female
0.036543,0.19079,0.036819,15.53805,0.88395,0.169242,0.191227,0.174259,0.022631,0.148438,0.086694,female
0.057805,0.202357,0.040763,24.293758,0.892376,0.432588,0.200173,0.15018,0.017186,0.007813,0.195742,female
0.051145,0.203849,0.051548,8.188318,0.903569,0.405039,0.182371,0.192564,0.029575,0.164063,0.444907,female
0.082691,0.215941,0.092731,10.818675,0.921195,0.531715,0.228598,0.156697,0.015889,0.007813,0.147207,female
0.06907,0.063467,0.088533,5.022465,0.945868,0.655976,0.048267,0.177713,0.020075,0.007813,0.294228,female
0.066577,0.214003,0.067364,5.677813,0.922559,0.506236,0.26106,0.14817,0.015733,0.007813,0.19214,female
0.059611,0.224467,0.041858,14.702111,0.89661,0.416068,0.230971,0.132917,0.016129,0.007813,0.103288,female
0.062991,0.214238,0.035785,19.561051,0.894763,0.432147,0.217691,0.163254,0.016327,0.007813,0.087395,female
0.0679,0.213417,0.046667,7.639542,0.914283,0.499962,0.207755,0.147149,0.015656,0.007813,0.078982,female
0.065777,0.232552,0.050962,9.118889,0.903789,0.442256,0.242315,0.196979,0.036117,0.023438,0.267345,female
0.06339,0.2098,0.061125,5.334993,0.920989,0.510916,0.216473,0.187842,0.017621,0.078125,0.30525,female
0.057147,0.190088,0.041877,13.728153,0.898208,0.457623,0.211232,0.174592,0.015764,0.007813,0.073273,female
0.069408,0.217324,0.064891,4.172856,0.921713,0.489193,0.227883,0.131905,0.015873,0.007813,0.151568,female
0.05224,0.205425,0.052157,6.146623,0.910068,0.45504,0.223268,0.182574,0.021025,0.007813,0.116908,female
0.067437,0.163309,0.070644,14.447494,0.949167,0.698218,0.155873,0.140512,0.016194,0.007813,0.333851,female
0.061148,0.19994,0.05857,7.609287,0.930928,0.572449,0.200572,0.184876,0.019975,0.007813,0.095037,female
0.058098,0.205286,0.051766,8.429033,0.913188,0.474577,0.201017,0.188307,0.069565,0.007813,0.161638,female
0.059515,0.18726,0.05938,4.217959,0.943464,0.625889,0.210389,0.174938,0.021978,0.015625,0.119016,female
0.064057,0.194051,0.100362,3.51907,0.93946,0.579687,0.144671,0.138084,0.017279,0.015625,0.319347,female
0.053213,0.21269,0.04429,8.064512,0.899911,0.442175,0.21244,0.181775,0.018846,0.101563,0.113272,female
0.062374,0.206362,0.050644,9.085739,0.915608,0.512878,0.231102,0.17134,0.016145,0.007813,0.12155,female
0.070237,0.207055,0.065696,6.418796,0.942977,0.611413,0.231219,0.157452,0.016227,0.007813,0.139939,female
0.060531,0.206913,0.073087,4.037734,0.933076,0.580609,0.243957,0.176214,0.018265,0.164063,0.324074,female
0.086332,0.183914,0.160143,6.155128,0.958604,0.710824,0.207185,0.187887,0.041995,0.015625,0.244326,female
0.078226,0.107002,0.140961,4.570412,0.969197,0.786134,0.016018,0.165833,0.017582,0.007813,0.144668,female
0.085195,0.09102,0.152412,4.809448,0.966363,0.763436,0.034433,0.182847,0.026273,0.015625,0.505974,female
0.08061,0.192519,0.120748,8.96922,0.952953,0.695664,0.1956,0.194808,0.053512,0.015625,0.247634,female
0.087524,0.141808,0.171771,4.71694,0.978482,0.842936,0.241771,0.214127,0.168421,0.015625,0.333333,female
0.08202,0.142053,0.145337,5.596726,0.973843,0.801313,0.200352,0.179867,0.02852,0.023438,0.153772,female
0.086971,0.156016,0.161815,2.844063,0.976355,0.818056,0.195503,0.17842,0.016667,0.007813,0.151765,female
0.083224,0.174517,0.152702,7.691564,0.936158,0.614808,0.19357,0.16384,0.066667,0.007813,0.23107,female
0.086812,0.159216,0.167222,5.525481,0.967103,0.772644,0.00732,0.185548,0.03252,0.007813,0.269913,female
0.090634,0.191263,0.173916,5.525962,0.958435,0.699034,0.219285,0.18271,0.042895,0.007813,0.195853,female
0.084412,0.177818,0.154853,14.315189,0.964991,0.754474,0.211106,0.199269,0.017241,0.007813,0.375313,female
0.091542,0.071577,0.171057,6.472859,0.948618,0.678843,0.020624,0.190846,0.030189,0.007813,0.354396,female
0.0812,0.187643,0.133556,7.238168,0.955927,0.698466,0.198382,0.192754,0.0625,0.03125,0.315027,female
0.088799,0.121542,0.170299,8.404158,0.943584,0.676598,0.007313,0.184,0.086486,0.007813,0.403419,female
0.080078,0.065308,0.127113,3.865641,0.957693,0.715485,0.026273,0.1784,0.02168,0.007813,0.178741,female
0.091723,0.130709,0.173638,5.27848,0.959689,0.725848,0.185812,0.194586,0.027397,0.023438,0.302861,female
0.079409,0.057992,0.125746,10.246251,0.945117,0.664387,0.015035,0.191227,0.044444,0.007813,0.260101,female
0.088643,0.11806,0.171343,9.266667,0.965135,0.777006,0.004876,0.187464,0.063492,0.007813,0.182178,female
0.078146,0.163471,0.144142,7.379169,0.952319,0.701159,0.197988,0.182415,0.033827,0.007813,0.180382,female
0.088923,0.095187,0.175695,5.866521,0.964303,0.747514,0.011565,0.191964,0.016684,0.007813,0.189066,female
0.089151,0.186359,0.171881,4.079727,0.959855,0.724073,0.208845,0.19173,0.019277,0.007813,0.087783,female
0.086854,0.172032,0.170099,3.205525,0.965711,0.751655,0.238304,0.176033,0.030189,0.007813,0.33871,female
0.089942,0.187223,0.167867,4.706403,0.951377,0.66789,0.23261,0.192924,0.038647,0.007813,0.183938,female
0.083746,0.08908,0.156139,8.088367,0.965612,0.768918,0.012511,0.175652,0.017778,0.007813,0.330808,female
0.086539,0.118831,0.155121,3.513097,0.975041,0.79829,0.0169,0.17992,0.018824,0.007813,0.266432,female
0.084731,0.158284,0.162288,5.277753,0.963714,0.743834,0.218608,0.20146,0.069264,0.007813,0.20363,female
0.087701,0.177712,0.171255,12.084104,0.962787,0.753093,0.230923,0.193783,0.045845,0.007813,0.208218,female
0.08481,0.121841,0.163236,6.130931,0.971068,0.782441,0.214198,0.193368,0.041451,0.023438,0.243308,female
0.095635,0.191886,0.195527,4.923663,0.952439,0.685526,0.273082,0.194529,0.020075,0.007813,0.236467,female
0.083294,0.186555,0.154851,6.708772,0.941309,0.625273,0.1959,0.178228,0.041885,0.023438,0.209953,female
0.078063,0.209176,0.093882,71.271204,0.915355,0.536783,0.050071,0.166523,0.016064,0.054688,0.292766,female
0.074355,0.204901,0.059029,113.914848,0.898311,0.464725,0.050066,0.153984,0.015952,0.054688,0.166667,female
0.064758,0.19076,0.078596,85.617624,0.909245,0.570766,0.050214,0.117018,0.016667,0.054688,0.25679,female
0.077275,0.130314,0.138239,45.889237,0.974285,0.82223,0.050189,0.137531,0.017297,0.046875,0.16678,female
0.078403,0.175978,0.137067,136.735775,0.962921,0.759878,0.050056,0.140644,0.01608,0.054688,0.285153,female
0.094467,0.060212,0.164619,582.44706,0.874067,0.637239,0,0.190065,0.016985,0.007813,0,female
0.080596,0.160479,0.148263,147.727147,0.963174,0.767661,0.05006,0.142987,0.01658,0.054688,0.177601,female
0.073348,0.188343,0.108423,82.809531,0.925455,0.604048,0.05002,0.1491,0.016667,0.054688,0.379599,female
0.074603,0.182748,0.122901,51.399879,0.92439,0.615591,0.050229,0.148348,0.016684,0.054688,0.249721,female
0.072523,0.184972,0.117709,228.497491,0.946567,0.693223,0.050056,0.147149,0.017525,0.054688,0.297334,female
0.088774,0.199204,0.173781,6.700365,0.9471,0.666104,0.210697,0.189649,0.051118,0.007813,0.396711,female
0.094921,0.197082,0.181459,3.650648,0.938146,0.606234,0.060086,0.16846,0.016016,0.007813,0.297734,female
0.08769,0.200572,0.162527,3.78336,0.951301,0.668715,0.199571,0.203223,0.0625,0.023438,0.266097,female
0.088102,0.154547,0.174299,5.713427,0.944845,0.652499,0.008008,0.185729,0.034632,0.007813,0.135078,female
0.090999,0.190048,0.179638,5.057423,0.95046,0.662099,0.230353,0.201392,0.017316,0.007813,0.2528,female
0.089584,0.102498,0.170829,8.547648,0.953742,0.665332,0.19592,0.191199,0.016427,0.007813,0.321491,female
0.077777,0.066441,0.131695,8.883277,0.952193,0.714591,0.012161,0.168044,0.059925,0.007813,0.2624,female
0.055599,0.212406,0.037318,24.486643,0.86263,0.309116,0.049992,0.178112,0.016632,0.054688,0.235197,female
0.076857,0.198505,0.123986,23.909733,0.927606,0.554812,0.050102,0.158126,0.015842,0.054688,0.293076,female
0.074831,0.201868,0.077796,40.121135,0.925342,0.553533,0.049964,0.162009,0.019093,0.054688,0.14629,female
0.065261,0.206855,0.049688,18.281052,0.892815,0.406427,0.050114,0.160368,0.016701,0.054688,0.264526,female
0.087753,0.167097,0.168,9.596586,0.965019,0.783827,0.050129,0.135787,0.016754,0.03125,0.26875,female
0.079104,0.210642,0.056881,12.086212,0.910705,0.477903,0.050275,0.164945,0.017621,0.054688,0.30375,female
0.06388,0.199417,0.057632,18.973032,0.91488,0.526974,0.049982,0.155693,0.016736,0.054688,0.180251,female
0.072572,0.194491,0.056766,27.988709,0.921349,0.5371,0.05006,0.165601,0.016444,0.054688,0.306818,female
0.070494,0.21517,0.064551,11.948492,0.917667,0.493545,0.05002,0.158243,0.017429,0.039063,0.252747,female
0.079489,0.170838,0.146823,11.74831,0.939356,0.587443,0.050214,0.142991,0.016227,0.054688,0.369188,female
0.063233,0.255139,0.031603,12.778028,0.844159,0.241623,0.265252,0.167971,0.015984,0.007813,0.141227,female
0.05624,0.257417,0.02587,14.455758,0.823125,0.204484,0.270567,0.196347,0.02005,0.007813,0.078313,female
0.057087,0.254724,0.025978,11.023461,0.83105,0.207807,0.258375,0.216581,0.064777,0.015625,0.12782,female
0.067051,0.241655,0.0276,13.843297,0.853374,0.308696,0.241445,0.213947,0.01581,0.226563,0.135266,female
0.066109,0.252447,0.03603,12.683562,0.854413,0.307971,0.264458,0.196494,0.021136,0.007813,0.169835,female
0.054269,0.249894,0.022623,13.651094,0.825632,0.186665,0.246936,0.204661,0.016931,0.007813,0.202254,female
0.06888,0.249942,0.035939,7.198747,0.855381,0.256008,0.248961,0.215689,0.029091,0.226563,0.062658,female
0.053585,0.256984,0.032623,14.252101,0.824963,0.201548,0.268392,0.225755,0.062745,0.007813,0.156384,female
0.061951,0.255031,0.025351,10.445064,0.832678,0.247794,0.260749,0.209523,0.017204,0.015625,0.133191,female
0.063126,0.251461,0.025059,16.076526,0.834712,0.249656,0.251112,0.229153,0.060837,0.234375,0.205137,female
0.018363,0.209186,0.014922,29.39199,0.784447,0.036876,0.208236,0.196548,0.017758,0.1875,0.186191,female
0.078368,0.142228,0.073439,10.017586,0.922367,0.545209,0.139903,0.134173,0.01907,0.007813,0.175163,female
0.073737,0.145003,0.052034,10.255745,0.926537,0.555472,0.127901,0.118444,0.019277,0.007813,0.161172,female
0.079613,0.139628,0.093271,13.767898,0.921284,0.556932,0.130878,0.135429,0.01581,0.007813,0.090346,female
0.073446,0.15014,0.062262,11.09187,0.92863,0.570919,0.163304,0.138678,0.016162,0.007813,0.082279,female
0.064817,0.147186,0.037479,14.54002,0.908986,0.516985,0.147368,0.091912,0.01564,0.007813,0.198448,female
0.075211,0.143905,0.048424,10.383293,0.915669,0.523185,0.1441,0.09266,0.01581,0.007813,0.059601,female
0.068246,0.148562,0.042256,14.186568,0.912146,0.538652,0.153678,0.142132,0.016736,0.007813,0.066028,female
0.058783,0.15451,0.030222,22.656397,0.878448,0.446044,0.160114,0.097645,0.015717,0.007813,0.123904,female
0.067688,0.150006,0.046427,13.37047,0.923195,0.559665,0.164094,0.092691,0.016,0.007813,0.241135,female
0.072749,0.150119,0.06932,9.365479,0.934023,0.580761,0.149817,0.125416,0.016129,0.007813,0.07176,female
0.085144,0.157157,0.153725,7.58144,0.962093,0.738187,0.174314,0.171961,0.026578,0.007813,0.190488,female
0.087014,0.179663,0.165513,4.626268,0.960339,0.705241,0.060031,0.181477,0.022695,0.007813,0.113007,female
0.07312,0.124575,0.127503,3.378417,0.976463,0.807726,0.203459,0.163012,0.020833,0.007813,0.181802,female
0.07511,0.19941,0.079299,4.830225,0.941751,0.618584,0.203542,0.190072,0.047478,0.03125,0.360743,female
0.078611,0.191471,0.132908,7.122326,0.952126,0.700683,0.230588,0.19881,0.095238,0.007813,0.282908,female
0.079083,0.200875,0.109033,6.979253,0.917465,0.511028,0.201346,0.193539,0.0199,0.007813,0.147111,female
0.030658,0.201017,0.023126,24.413116,0.838184,0.141782,0.199238,0.172201,0.073394,0.179688,0.107275,female
0.034688,0.197418,0.040033,8.97493,0.871154,0.172296,0.17866,0.13532,0.016427,0.109375,0.112243,female
0.035643,0.178969,0.042381,17.269026,0.863011,0.167432,0.171753,0.143391,0.015936,0.171875,0.375699,female
0.032308,0.18438,0.036018,8.370157,0.864842,0.125105,0.173374,0.14182,0.017316,0.007813,0.164981,female
0.086153,0.154149,0.157128,4.445334,0.972161,0.78759,0.21242,0.148854,0.015889,0.007813,0.13018,female
0.026538,0.18794,0.029474,13.488562,0.82606,0.108264,0.178843,0.163047,0.026144,0.179688,0.178202,female
0.035393,0.217291,0.048414,5.90147,0.877956,0.1061,0.200708,0.161967,0.044693,0.179688,0.316869,female
0.030266,0.190627,0.034096,11.25905,0.838213,0.129738,0.175129,0.145136,0.016478,0.179688,0.283908,female
0.030978,0.182219,0.033356,23.445858,0.838634,0.132974,0.178598,0.156325,0.016016,0.179688,0.287836,female
0.029255,0.195301,0.035364,8.385497,0.851916,0.119268,0.173326,0.170847,0.015702,0.007813,0.144893,female
0.049553,0.191969,0.039414,10.807668,0.904982,0.351996,0.189768,0.169722,0.016754,0.007813,0.111429,female
0.031834,0.180857,0.033143,7.052427,0.831152,0.2051,0.174,0.163618,0.037647,0.164063,0.160308,female
0.038707,0.18757,0.03643,7.80144,0.864232,0.2775,0.181548,0.170741,0.036782,0.164063,0.096981,female
0.031593,0.185277,0.029175,7.24641,0.840933,0.212158,0.170501,0.178872,0.081633,0.164063,0.104575,female
0.038162,0.185206,0.029075,17.640211,0.841379,0.308101,0.172063,0.164002,0.022567,0.164063,0.232759,female
0.032864,0.177231,0.022462,25.92244,0.805992,0.21244,0.163692,0.169975,0.019753,0.164063,0.130936,female
0.031323,0.172542,0.021048,11.154348,0.816741,0.202109,0.162018,0.159755,0.016145,0.164063,0.097613,female
0.033727,0.174444,0.034167,10.56727,0.843056,0.235185,0.162778,0.15902,0.016113,0.15625,0.125612,female
0.037901,0.173992,0.026963,11.22937,0.852621,0.28065,0.164543,0.157736,0.026622,0.085938,0.112281,female
0.031576,0.181087,0.027772,15.510407,0.815591,0.203101,0.172717,0.171749,0.044321,0.164063,0.128044,female
0.034865,0.181053,0.023684,15.917992,0.817365,0.233875,0.175789,0.172607,0.084656,0.171875,0.221003,female
0.040612,0.181553,0.029662,11.528488,0.852756,0.293614,0.187178,0.167403,0.051613,0.023438,0.149515,female
0.032579,0.181155,0.030131,12.767946,0.826029,0.196993,0.167927,0.178054,0.085561,0.164063,0.124105,female
0.03853,0.185843,0.033649,14.784439,0.849835,0.292049,0.173495,0.174887,0.017467,0.164063,0.254626,female
0.035288,0.181149,0.021047,13.465859,0.822353,0.212119,0.182095,0.172216,0.016211,0.15625,0.356884,female
0.030908,0.179417,0.030583,10.354926,0.817872,0.181513,0.166505,0.165879,0.05694,0.164063,0.240741,female
0.063255,0.174133,0.105502,13.950115,0.905599,0.53506,0.18764,0.161951,0.017937,0.007813,0.160609,female
0.03323,0.179167,0.030833,18.854104,0.83291,0.22753,0.167917,0.169357,0.055172,0.164063,0.081614,female
0.037959,0.175561,0.032941,12.867535,0.85381,0.295184,0.17107,0.164493,0.021563,0.164063,0.111368,female
0.040894,0.17214,0.040584,13.157317,0.868581,0.32094,0.171595,0.162001,0.038462,0.164063,0.14018,female
0.03887,0.191034,0.033448,11.426113,0.849639,0.257825,0.17,0.159146,0.017241,0.164063,0.215109,female
0.053701,0.168602,0.028817,18.60642,0.889855,0.470417,0.164946,0.164477,0.042895,0.03125,0.16293,female
0.05528,0.170927,0.035345,15.147455,0.880825,0.423669,0.169546,0.16377,0.07767,0.023438,0.094615,female
0.042535,0.174951,0.024603,12.70221,0.834589,0.300903,0.162455,0.152717,0.049231,0.164063,0.233674,female
0.042459,0.178215,0.039483,24.230741,0.864874,0.340182,0.16771,0.171083,0.033333,0.164063,0.169153,female
0.036891,0.179459,0.026486,10.634506,0.832225,0.28699,0.177838,0.145491,0.029851,0.164063,0.084427,female
0.071193,0.166577,0.128281,10.656672,0.920322,0.513792,0.166786,0.159179,0.02346,0.039063,0.188771,female
0.038923,0.173654,0.027933,13.663951,0.834798,0.290494,0.162212,0.155664,0.037383,0.039063,0.111927,female
0.028361,0.182927,0.016585,16.139626,0.766037,0.165021,0.185854,0.150385,0.016667,0.15625,0.247084,female
0.047433,0.175821,0.040299,15.371393,0.868479,0.34978,0.171045,0.171535,0.091429,0.007813,0.158428,female
0.04964,0.177821,0.035686,16.059178,0.877704,0.438459,0.181481,0.159961,0.017978,0.007813,0.079503,female
0.03471,0.177227,0.031517,17.082381,0.829992,0.245323,0.164437,0.17522,0.060837,0.164063,0.144335,female
0.034716,0.190127,0.026771,10.252767,0.843441,0.250192,0.183298,0.174571,0.032389,0.085938,0.351441,female
0.036331,0.17643,0.022581,14.229843,0.829131,0.260984,0.180946,0.162366,0.036697,0.15625,0.179081,female
0.038917,0.185143,0.024571,13.052365,0.820681,0.302646,0.189143,0.178143,0.158416,0.164063,0.22,female
0.037103,0.186184,0.030427,10.939184,0.840538,0.268711,0.190168,0.17623,0.067797,0.039063,0.117521,female
0.032152,0.188072,0.030783,6.287353,0.830392,0.233418,0.17247,0.172804,0.034335,0.164063,0.143434,female
0.035344,0.18343,0.037263,8.445819,0.858266,0.24736,0.181593,0.176297,0.042105,0.164063,0.150076,female
0.031869,0.187398,0.022382,20.365574,0.792733,0.216424,0.191348,0.166264,0.027257,0.164063,0.149206,female
0.0392,0.169655,0.038621,15.857027,0.860848,0.317472,0.16,0.168026,0.081633,0.15625,0.126108,female
0.034746,0.173753,0.019254,19.69172,0.825177,0.25885,0.16749,0.174703,0.146789,0.15625,0.164812,female
0.044797,0.176484,0.024176,15.012035,0.853113,0.340283,0.176484,0.169018,0.066946,0.03125,0.101334,female
0.040879,0.183448,0.048276,7.64193,0.868521,0.320349,0.165517,0.172247,0.040404,0.15625,0.33462,female
