@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R1-2,6-7,10-11,13,20-21'

@attribute meanfreq numeric
@attribute sd numeric
@attribute IQR numeric
@attribute skew numeric
@attribute sfm numeric
@attribute mode numeric
@attribute meanfun numeric
@attribute modindx numeric
@attribute label {male,female}

@data
0.156645,0.062527,0.109358,3.36129,0.510689,0.11286,0.102886,0.501104,male
0.163434,0.061567,0.109684,2.454632,0.491933,0.10764,0.109564,0.629139,male
0.166418,0.062124,0.110758,2.28422,0.478228,0.120591,0.114064,0.264139,male
0.159547,0.060395,0.109458,2.634251,0.43933,0.113342,0.109134,0.298989,male
0.157763,0.06096,0.109297,3.410285,0.463351,0.110131,0.114819,0.195022,male
0.151965,0.058855,0.105089,3.358103,0.470701,0.107392,0.101935,0.159632,male
0.160545,0.060025,0.103167,1.995494,0.491228,0.113618,0.115567,0.212162,male
0.155565,0.059072,0.104186,3.447731,0.454094,0.111186,0.121602,0.437586,male
0.164135,0.06023,0.111032,2.954296,0.385642,0.106708,0.104192,0.554321,male
0.170778,0.063865,0.117858,2.360729,0.425689,0.116825,0.115603,0.602527,male
0.16235,0.060335,0.111593,3.506742,0.41258,0.114815,0.110352,0.6,male
0.158781,0.059852,0.108918,3.648593,0.401169,0.110649,0.115299,0.552115,male
0.158108,0.082782,0.162202,2.801344,0.679223,0.049926,0.185042,0.339888,female
0.182855,0.067789,0.050579,3.00189,0.506099,0.05002,0.15959,0.269231,female
0.199807,0.061974,0.051265,2.543841,0.425289,0.049961,0.156465,0.329521,female
0.19528,0.072087,0.075344,2.392326,0.524209,0.193435,0.182629,0.294717,female
0.208504,0.05755,0.059416,1.707786,0.343548,0.050165,0.162043,0.251546,female
0.168426,0.071344,0.058248,3.020346,0.491709,0.050073,0.168343,0.407792,female
0.179982,0.077964,0.113291,2.76467,0.580274,0.241551,0.162259,0.309841,female
0.204518,0.068569,0.063046,1.918543,0.409583,0.050066,0.163077,0.235348,female
0.198292,0.062668,0.052824,2.176245,0.449973,0.050062,0.162897,0.265306,female
0.18425,0.069538,0.047248,2.780535,0.526946,0.050102,0.143819,0.206433,female
0.191794,0.038089,0.044129,2.475111,0.26059,0.208638,0.170613,0.192857,female
0.193004,0.038431,0.042572,3.649283,0.27753,0.210639,0.157393,0.102606,female
0.19089,0.043268,0.059583,1.608138,0.309484,0.193103,0.162553,0.088887,female
0.184484,0.045272,0.055771,1.698171,0.337722,0.15677,0.156678,0.210145,female
0.188505,0.045254,0.0633,1.667357,0.321683,0.16298,0.15458,0.101153,female
0.197476,0.041713,0.049626,2.03395,0.269968,0.177692,0.18661,0.279449,female
0.160884,0.088124,0.169725,1.633377,0.569033,0.232255,0.198199,0.293181,female
0.148414,0.07982,0.122604,1.717548,0.72363,0,0.160708,0.253228,female
0.109311,0.085694,0.163528,1.687779,0.622022,0.021692,0.175173,0.232718,female
0.146511,0.0883,0.169705,1.114939,0.747201,0.16738,0.195872,0.109273,female
0.110727,0.087557,0.165128,1.722062,0.747374,0.008836,0.189172,0.113133,female
0.156554,0.086975,0.163136,1.309302,0.696907,0.169364,0.178265,0.314655,female
0.160745,0.090561,0.181481,1.181424,0.724561,0.260202,0.193687,0.246739,female
0.118207,0.067799,0.109923,0.141735,0.762459,0.03592,0.193369,0.3126,female
0.122706,0.085216,0.167092,1.483382,0.620471,0.193518,0.187219,0.19046,female
0.163702,0.085752,0.149403,1.600398,0.768796,0.220448,0.190429,0.332773,female
0.113638,0.078448,0.13909,0.81445,0.662665,0.178414,0.160506,0.277885,female
0.149002,0.083574,0.150479,2.436047,0.718422,0.213591,0.187319,0.204807,female
0.164125,0.080538,0.129984,1.821762,0.601286,0.203879,0.189002,0.345714,female
0.111293,0.084946,0.161021,1.599477,0.688808,0.014586,0.18955,0.075191,female
0.102787,0.091578,0.186555,3.222442,0.674005,0.007342,0.195894,0.14877,female
0.194571,0.072735,0.050838,7.727108,0.368235,0.050056,0.167177,0.228571,female
0.196781,0.065011,0.048195,9.442351,0.333316,0.050114,0.163877,0.168389,female
0.179692,0.06543,0.046702,10.184547,0.386447,0.050114,0.131372,0.132063,female
0.16203,0.077676,0.140863,6.149745,0.63122,0.050062,0.143875,0.244444,female
0.190215,0.062357,0.044828,5.588296,0.338165,0.050165,0.150005,0.228736,female
0.187583,0.069076,0.043097,9.507447,0.378078,0.049982,0.159363,0.315402,female
0.191089,0.075746,0.067784,7.806983,0.447922,0.05006,0.147165,0.281362,female
0.196845,0.0647,0.0536,4.384679,0.393757,0.050133,0.160405,0.367188,female
0.190288,0.069486,0.054435,4.735224,0.384833,0.050198,0.184561,0.237423,female
0.193005,0.061768,0.042658,4.352203,0.369092,0.050102,0.17816,0.27763,female
0.192573,0.036543,0.036819,3.030984,0.169242,0.191227,0.174259,0.086694,female
0.195583,0.057805,0.040763,3.922638,0.432588,0.200173,0.15018,0.195742,female
0.196644,0.051145,0.051548,2.20033,0.405039,0.182371,0.192564,0.444907,female
0.182441,0.082691,0.092731,2.506122,0.531715,0.228598,0.156697,0.147207,female
0.089693,0.06907,0.088533,1.644754,0.655976,0.048267,0.177713,0.294228,female
0.199743,0.066577,0.067364,1.684688,0.506236,0.26106,0.14817,0.19214,female
0.204621,0.059611,0.041858,3.000446,0.416068,0.230971,0.132917,0.103288,female
0.196856,0.062991,0.035785,3.540719,0.432147,0.217691,0.163254,0.087395,female
0.193074,0.0679,0.046667,2.159675,0.499962,0.207755,0.147149,0.078982,female
0.209933,0.065777,0.050962,2.293469,0.442256,0.242315,0.196979,0.267345,female
0.194557,0.06339,0.061125,1.59959,0.510916,0.216473,0.187842,0.30525,female
0.184438,0.057147,0.041877,3.048678,0.457623,0.211232,0.174592,0.073273,female
0.201048,0.069408,0.064891,1.451202,0.489193,0.227883,0.131905,0.151568,female
0.193981,0.05224,0.052157,1.846474,0.45504,0.223268,0.182574,0.116908,female
0.163785,0.067437,0.070644,2.98436,0.698218,0.155873,0.140512,0.333851,female
0.183206,0.061148,0.05857,2.075979,0.572449,0.200572,0.184876,0.095037,female
0.196074,0.058098,0.051766,2.182582,0.474577,0.201017,0.188307,0.161638,female
0.176222,0.059515,0.05938,1.426546,0.625889,0.210389,0.174938,0.119016,female
0.190769,0.064057,0.100362,1.119932,0.579687,0.144671,0.138084,0.319347,female
0.197064,0.053213,0.04429,2.339899,0.442175,0.21244,0.181775,0.113272,female
0.187837,0.062374,0.050644,2.453493,0.512878,0.231102,0.17134,0.12155,female
0.187574,0.070237,0.065696,1.802315,0.611413,0.231219,0.157452,0.139939,female
0.190975,0.060531,0.073087,1.311471,0.580609,0.243957,0.176214,0.324074,female
0.151097,0.086332,0.160143,1.659775,0.710824,0.207185,0.187887,0.244326,female
0.115402,0.078226,0.140961,1.208085,0.786134,0.016018,0.165833,0.144668,female
0.116213,0.085195,0.152412,1.3073,0.763436,0.034433,0.182847,0.505974,female
0.168122,0.08061,0.120748,2.043427,0.695664,0.1956,0.194808,0.247634,female
0.132477,0.087524,0.171771,1.185599,0.842936,0.241771,0.214127,0.333333,female
0.134785,0.08202,0.145337,1.341973,0.801313,0.200352,0.179867,0.153772,female
0.144419,0.086971,0.161815,0.608371,0.818056,0.195503,0.17842,0.151765,female
0.137426,0.083224,0.152702,2.080062,0.614808,0.19357,0.16384,0.23107,female
0.135908,0.086812,0.167222,1.537652,0.772644,0.00732,0.185548,0.269913,female
0.150481,0.090634,0.173916,1.393872,0.699034,0.219285,0.18271,0.195853,female
0.148951,0.084412,0.154853,2.486141,0.754474,0.211106,0.199269,0.375313,female
0.109148,0.091542,0.171057,1.899222,0.678843,0.020624,0.190846,0.354396,female
0.158417,0.0812,0.133556,1.81703,0.698466,0.198382,0.192754,0.315027,female
0.116002,0.088799,0.170299,2.193672,0.676598,0.007313,0.184,0.403419,female
0.097733,0.080078,0.127113,1.27292,0.715485,0.026273,0.1784,0.178741,female
0.134045,0.091723,0.173638,1.402166,0.725848,0.185812,0.194586,0.302861,female
0.09037,0.079409,0.125746,2.515471,0.664387,0.015035,0.191227,0.260101,female
0.125,0.088643,0.171343,2.056051,0.777006,0.004876,0.187464,0.182178,female
0.134859,0.078146,0.144142,1.96623,0.701159,0.197988,0.182415,0.180382,female
0.119567,0.088923,0.175695,1.513764,0.747514,0.011565,0.191964,0.189066,female
0.149454,0.089151,0.171881,1.193056,0.724073,0.208845,0.19173,0.087783,female
0.146232,0.086854,0.170099,0.961379,0.751655,0.238304,0.176033,0.33871,female
0.164104,0.089942,0.167867,1.351214,0.66789,0.23261,0.192924,0.183938,female
0.10847,0.083746,0.156139,1.990995,0.768918,0.012511,0.175652,0.330808,female
0.130742,0.086539,0.155121,0.848884,0.79829,0.0169,0.17992,0.266432,female
0.13755,0.084731,0.162288,1.369255,0.743834,0.218608,0.20146,0.20363,female
0.14656,0.087701,0.171255,2.287123,0.753093,0.230923,0.193783,0.208218,female
0.132145,0.08481,0.163236,1.460664,0.782441,0.214198,0.193368,0.243308,female
0.15788,0.095635,0.195527,1.349572,0.685526,0.273082,0.194529,0.236467,female
0.146695,0.083294,0.154851,1.703658,0.625273,0.1959,0.178228,0.209953,female
0.186963,0.078063,0.093882,5.8169,0.536783,0.050071,0.166523,0.292766,female
0.188916,0.074355,0.059029,7.95808,0.464725,0.050066,0.153984,0.166667,female
0.170604,0.064758,0.078596,6.734125,0.570766,0.050214,0.117018,0.25679,female
0.135013,0.077275,0.138239,4.096389,0.82223,0.050189,0.137531,0.16678,female
0.151658,0.078403,0.137067,7.991525,0.759878,0.050056,0.140644,0.285153,female
0.092092,0.094467,0.164619,22.998462,0.637239,0,0.190065,0,female
0.143583,0.080596,0.148263,8.727406,0.767661,0.05006,0.142987,0.177601,female
0.166236,0.073348,0.108423,6.478942,0.604048,0.05002,0.1491,0.379599,female
0.168381,0.074603,0.122901,5.404833,0.615591,0.050229,0.148348,0.249721,female
0.165229,0.072523,0.117709,11.521316,0.693223,0.050056,0.147149,0.297334,female
0.157699,0.088774,0.173781,1.742734,0.666104,0.210697,0.189649,0.396711,female
0.169935,0.094921,0.181459,1.232448,0.606234,0.060086,0.16846,0.297734,female
0.164855,0.08769,0.162527,1.178504,0.668715,0.199571,0.203223,0.266097,female
0.12692,0.088102,0.174299,1.702341,0.652499,0.008008,0.185729,0.135078,female
0.155313,0.090999,0.179638,1.449626,0.662099,0.230353,0.201392,0.2528,female
0.123552,0.089584,0.170829,1.589454,0.665332,0.19592,0.191199,0.321491,female
0.093453,0.077777,0.131695,2.314418,0.714591,0.012161,0.168044,0.2624,female
0.202326,0.055599,0.037318,3.520345,0.309116,0.049992,0.178112,0.235197,female
0.17225,0.076857,0.123986,3.184979,0.554812,0.050102,0.158126,0.293076,female
0.186009,0.074831,0.077796,4.12485,0.553533,0.049964,0.162009,0.14629,female
0.18946,0.065261,0.049688,3.016254,0.406427,0.050114,0.160368,0.264526,female
0.149953,0.087753,0.168,2.007897,0.783827,0.050129,0.135787,0.26875,female
0.183064,0.079104,0.056881,2.556097,0.477903,0.050275,0.164945,0.30375,female
0.184209,0.06388,0.057632,3.046747,0.526974,0.049982,0.155693,0.180251,female
0.173658,0.072572,0.056766,3.548555,0.5371,0.05006,0.165601,0.306818,female
0.192677,0.070494,0.064551,2.166917,0.493545,0.05002,0.158243,0.252747,female
0.141928,0.079489,0.146823,2.040182,0.587443,0.050214,0.142991,0.369188,female
0.232673,0.063233,0.031603,3.009345,0.241623,0.265252,0.167971,0.141227,female
0.240458,0.05624,0.02587,3.230611,0.204484,0.270567,0.196347,0.078313,female
0.23894,0.057087,0.025978,2.82498,0.207807,0.258375,0.216581,0.12782,female
0.220582,0.067051,0.0276,3.173683,0.308696,0.241445,0.213947,0.135266,female
0.228816,0.066109,0.03603,2.904765,0.307971,0.264458,0.196494,0.169835,female
0.236607,0.054269,0.022623,3.083584,0.186665,0.246936,0.204661,0.202254,female
0.227855,0.06888,0.035939,2.232849,0.256008,0.248961,0.215689,0.062658,female
0.240844,0.053585,0.032623,3.203079,0.201548,0.268392,0.225755,0.156384,female
0.235349,0.061951,0.025351,2.815614,0.247794,0.260749,0.209523,0.133191,female
0.230711,0.063126,0.025059,3.445643,0.249656,0.251112,0.229153,0.205137,female
0.210701,0.018363,0.014922,4.678923,0.036876,0.208236,0.196548,0.186191,female
0.147858,0.078368,0.073439,2.450805,0.545209,0.139903,0.134173,0.175163,female
0.146023,0.073737,0.052034,2.4759,0.555472,0.127901,0.118444,0.161172,female
0.149218,0.079613,0.093271,2.967621,0.556932,0.130878,0.135429,0.090346,female
0.151477,0.073446,0.062262,2.555883,0.570919,0.163304,0.138678,0.082279,female
0.141404,0.064817,0.037479,3.113014,0.516985,0.147368,0.091912,0.198448,female
0.142752,0.075211,0.048424,2.602777,0.523185,0.1441,0.09266,0.059601,female
0.139297,0.068246,0.042256,3.160699,0.538652,0.153678,0.142132,0.066028,female
0.140068,0.058783,0.030222,4.154631,0.446044,0.160114,0.097645,0.123904,female
0.14118,0.067688,0.046427,2.909629,0.559665,0.164094,0.092691,0.241135,female
0.152174,0.072749,0.06932,2.35276,0.580761,0.149817,0.125416,0.07176,female
0.131781,0.085144,0.153725,1.855458,0.738187,0.174314,0.171961,0.190488,female
0.147401,0.087014,0.165513,1.339181,0.705241,0.060031,0.181477,0.113007,female
0.127858,0.07312,0.127503,0.759289,0.807726,0.203459,0.163012,0.181802,female
0.179917,0.07511,0.079299,1.540607,0.618584,0.203542,0.190072,0.360743,female
0.161227,0.078611,0.132908,1.976542,0.700683,0.230588,0.19881,0.282908,female
0.167252,0.079083,0.109033,2.056068,0.511028,0.201346,0.193539,0.147111,female
0.198254,0.030658,0.023126,4.245282,0.141782,0.199238,0.172201,0.107275,female
0.195885,0.034688,0.040033,2.396114,0.172296,0.17866,0.13532,0.112243,female
0.190886,0.035643,0.042381,3.4594,0.167432,0.171753,0.143391,0.375699,female
0.190251,0.032308,0.036018,2.296941,0.125105,0.173374,0.14182,0.164981,female
0.143916,0.086153,0.157128,1.135276,0.78759,0.21242,0.148854,0.13018,female
0.190951,0.026538,0.029474,3.009522,0.108264,0.178843,0.163047,0.178202,female
0.218414,0.035393,0.048414,1.657694,0.1061,0.200708,0.161967,0.316869,female
0.194774,0.030266,0.034096,2.797844,0.129738,0.175129,0.145136,0.283908,female
0.191589,0.030978,0.033356,4.093191,0.132974,0.178598,0.156325,0.287836,female
0.194794,0.029255,0.035364,2.363811,0.119268,0.173326,0.170847,0.144893,female
0.183477,0.049553,0.039414,2.562041,0.351996,0.189768,0.169722,0.111429,female
0.18218,0.031834,0.033143,2.218499,0.2051,0.174,0.163618,0.160308,female
0.186594,0.038707,0.03643,2.277118,0.2775,0.181548,0.170741,0.096981,female
0.187125,0.031593,0.029175,2.221711,0.212158,0.170501,0.178872,0.104575,female
0.182968,0.038162,0.029075,3.418464,0.308101,0.172063,0.164002,0.232759,female
0.17925,0.032864,0.022462,4.230065,0.21244,0.163692,0.169975,0.130936,female
0.174401,0.031323,0.021048,2.900473,0.202109,0.162018,0.159755,0.097613,female
0.179355,0.033727,0.034167,2.649251,0.235185,0.162778,0.15902,0.125612,female
0.175791,0.037901,0.026963,2.808492,0.28065,0.164543,0.157736,0.112281,female
0.183481,0.031576,0.027772,3.224484,0.203101,0.172717,0.171749,0.128044,female
0.183358,0.034865,0.023684,3.35034,0.233875,0.175789,0.172607,0.221003,female
0.179978,0.040612,0.029662,2.847011,0.293614,0.187178,0.167403,0.149515,female
0.181512,0.032579,0.030131,2.897037,0.196993,0.167927,0.178054,0.124105,female
0.188898,0.03853,0.033649,3.20714,0.292049,0.173495,0.174887,0.254626,female
0.18075,0.035288,0.021047,3.196902,0.212119,0.182095,0.172216,0.356884,female
0.183621,0.030908,0.030583,2.553964,0.181513,0.166505,0.165879,0.240741,female
0.149785,0.063255,0.105502,3.034384,0.53506,0.18764,0.161951,0.160609,female
0.183138,0.03323,0.030833,3.4487,0.22753,0.167917,0.169357,0.081614,female
0.181565,0.037959,0.032941,2.9751,0.295184,0.17107,0.164493,0.111368,female
0.179579,0.040894,0.040584,2.986111,0.32094,0.171595,0.162001,0.14018,female
0.193146,0.03887,0.033448,2.721463,0.257825,0.17,0.159146,0.215109,female
0.163614,0.053701,0.028817,3.615702,0.470417,0.164946,0.164477,0.16293,female
0.167784,0.05528,0.035345,3.278785,0.423669,0.169546,0.16377,0.094615,female
0.176985,0.042535,0.024603,3.11944,0.300903,0.162455,0.152717,0.233674,female
0.185294,0.042459,0.039483,3.971078,0.340182,0.16771,0.171083,0.169153,female
0.182025,0.036891,0.026486,2.819241,0.28699,0.177838,0.145491,0.084427,female
0.13812,0.071193,0.128281,2.432981,0.513792,0.166786,0.159179,0.188771,female
0.177723,0.038923,0.027933,3.175015,0.290494,0.162212,0.155664,0.111927,female
0.181115,0.028361,0.016585,3.521181,0.165021,0.185854,0.150385,0.247084,female
0.179542,0.047433,0.040299,3.251654,0.34978,0.171045,0.171535,0.158428,female
0.171669,0.04964,0.035686,3.358289,0.438459,0.181481,0.159961,0.079503,female
0.181752,0.03471,0.031517,3.331448,0.245323,0.164437,0.17522,0.144335,female
0.189257,0.034716,0.026771,2.690682,0.250192,0.183298,0.174571,0.351441,female
0.17901,0.036331,0.022581,3.358423,0.260984,0.180946,0.162366,0.179081,female
0.179855,0.038917,0.024571,3.05091,0.302646,0.189143,0.178143,0.22,female
0.184169,0.037103,0.030427,2.746986,0.268711,0.190168,0.17623,0.117521,female
0.185847,0.032152,0.030783,2.105535,0.233418,0.17247,0.172804,0.143434,female
0.187074,0.035344,0.037263,2.320217,0.24736,0.181593,0.176297,0.150076,female
0.183046,0.031869,0.022382,3.937859,0.216424,0.191348,0.166264,0.149206,female
0.174857,0.0392,0.038621,3.199704,0.317472,0.16,0.168026,0.126108,female
0.174633,0.034746,0.019254,3.82521,0.25885,0.16749,0.174703,0.164812,female
0.172271,0.044797,0.024176,3.373657,0.340283,0.176484,0.169018,0.101334,female
0.185717,0.040879,0.048276,2.208583,0.320349,0.165517,0.172247,0.33462,female
0.180496,0.035275,0.025455,3.483891,0.24611,0.16925,0.168509,0.239317,female
0.183246,0.034481,0.029486,3.522187,0.232826,0.172603,0.170298,0.127975,female
0.180676,0.036617,0.027467,2.9601,0.26939,0.1648,0.164484,0.150535,female
0.187324,0.033986,0.034332,2.371323,0.23204,0.168229,0.163658,0.069597,female
0.18803,0.034415,0.033704,2.082685,0.23466,0.203663,0.170231,0.133716,female
0.166078,0.054302,0.028373,3.557992,0.442196,0.169615,0.17467,0.202231,female
0.179289,0.033671,0.026655,3.058551,0.227687,0.172366,0.17505,0.163252,female
0.179179,0.038607,0.032016,2.493825,0.298322,0.179739,0.164707,0.11036,female
0.181347,0.038925,0.033326,2.973962,0.304502,0.16187,0.152423,0.13265,female
0.178691,0.043086,0.03709,2.112956,0.338455,0.181194,0.166865,0.086327,female
0.187115,0.033906,0.030299,2.666922,0.239938,0.198507,0.174929,0.129521,female
0.186071,0.037486,0.025007,3.645519,0.261475,0.178836,0.166718,0.072885,female
0.17768,0.042774,0.029258,2.679598,0.332855,0.179955,0.1737,0.104311,female
0.184311,0.031422,0.023032,3.173294,0.212024,0.190129,0.167675,0.140962,female
0.163239,0.053881,0.027906,3.498124,0.415102,0.172308,0.168612,0.151822,female
0.178307,0.03743,0.020955,3.77001,0.284527,0.173628,0.168936,0.073623,female
0.174688,0.035405,0.024889,3.95483,0.261354,0.164782,0.156155,0.117517,female
0.183372,0.034568,0.038182,2.235463,0.251207,0.163896,0.149157,0.097169,female
0.176947,0.03593,0.028385,3.031579,0.257249,0.166942,0.158578,0.193168,female
0.174035,0.035058,0.024338,4.072936,0.246242,0.160319,0.153981,0.087116,female
0.177266,0.033878,0.02292,3.261121,0.226999,0.164469,0.164342,0.146104,female
0.173642,0.036384,0.025568,3.020243,0.285398,0.175721,0.16396,0.143528,female
0.188222,0.038191,0.048729,2.429485,0.278393,0.176869,0.172368,0.118608,female
0.17792,0.033817,0.029655,4.326654,0.232398,0.164483,0.154692,0.12382,female
0.176907,0.03047,0.02169,2.774643,0.192606,0.18338,0.168737,0.150654,female
0.187025,0.0515,0.030347,2.667018,0.295386,0.206763,0.179154,0.306214,female
0.192817,0.035026,0.046376,2.052242,0.236268,0.173037,0.169441,0.12574,female
0.184309,0.043145,0.040952,2.075172,0.351325,0.177778,0.172424,0.268315,female
0.184889,0.032249,0.034262,2.407879,0.209671,0.168158,0.179046,0.128403,female
0.185993,0.024002,0.017567,3.332114,0.106801,0.19057,0.168579,0.183099,female
0.186647,0.042361,0.035464,2.732918,0.231124,0.174958,0.179598,0.219984,female
0.181183,0.030157,0.024381,3.071247,0.182416,0.169408,0.174194,0.094256,female
0.185174,0.038502,0.036277,2.531039,0.290416,0.172226,0.166094,0.150486,female
0.168613,0.053763,0.027786,3.524903,0.375275,0.179115,0.16966,0.133333,female
0.178653,0.033573,0.021175,3.414958,0.216122,0.179083,0.167377,0.195352,female
0.187177,0.0375,0.043077,3.1341,0.276973,0.171877,0.156718,0.148856,female
0.18926,0.037321,0.039206,2.001373,0.27567,0.184609,0.170985,0.125058,female
0.184893,0.032948,0.022355,3.025039,0.247042,0.190579,0.172206,0.168831,female
0.163067,0.062227,0.034529,3.03076,0.484542,0.172018,0.167055,0.184146,female
0.181923,0.030723,0.023364,2.797414,0.197544,0.191656,0.162627,0.07229,female
0.181996,0.039201,0.031346,3.381988,0.319835,0.176805,0.156944,0.180921,female
0.177298,0.040505,0.034693,2.691006,0.31735,0.169093,0.176315,0.080426,female
0.178389,0.03153,0.020225,3.570499,0.216515,0.169213,0.163617,0.217262,female
0.174524,0.033396,0.025215,3.025875,0.221766,0.172691,0.164132,0.097533,female
0.177371,0.038632,0.034045,3.276968,0.290096,0.162581,0.160317,0.151943,female
0.154071,0.061359,0.041921,2.614452,0.505113,0.188249,0.16661,0.083907,female
0.181191,0.030724,0.024912,2.911882,0.213677,0.182807,0.170652,0.135265,female
0.181964,0.030652,0.030233,3.825914,0.189572,0.176279,0.163305,0.256772,female
0.183098,0.033503,0.024915,2.751858,0.23981,0.182316,0.174009,0.252101,female
0.182714,0.037319,0.031518,3.09078,0.291419,0.169319,0.167259,0.119883,female
0.171319,0.051147,0.033093,2.796872,0.447629,0.169925,0.167117,0.180736,female
0.168163,0.047699,0.032153,3.185801,0.377036,0.155853,0.169212,0.082733,female
0.174174,0.040007,0.039872,5.383762,0.287726,0.155027,0.157304,0.20888,female
0.183173,0.031864,0.033785,2.981181,0.205586,0.167074,0.169568,0.181182,female
0.177896,0.036367,0.027248,2.970246,0.238261,0.168658,0.158211,0.092076,female
0.188307,0.033789,0.040247,2.202962,0.228621,0.173539,0.177042,0.134043,female
0.17975,0.034082,0.019226,4.997551,0.223223,0.173733,0.164371,0.139258,female
0.180534,0.041912,0.035799,2.502392,0.323957,0.193059,0.174824,0.287212,female
0.197216,0.065366,0.0544,2.676539,0.44964,0.050133,0.161213,0.331868,female
0.189133,0.067776,0.055808,3.262411,0.479467,0.05006,0.171696,0.281525,female
0.176733,0.072027,0.062588,3.353022,0.550262,0.050029,0.146154,0.169312,female
0.182051,0.056408,0.037685,2.659047,0.410387,0.050246,0.143441,0.146341,female
0.192711,0.070159,0.0696,2.179409,0.52465,0.050133,0.158002,0.113711,female
0.201748,0.061291,0.069045,1.944876,0.348168,0.050214,0.154557,0.203273,female
0.192629,0.077849,0.085512,2.245736,0.563884,0.050056,0.148659,0.237274,female
0.206335,0.063949,0.06212,2.063404,0.435548,0.050156,0.138612,0.10747,female
0.195929,0.06594,0.052356,2.105751,0.489534,0.050052,0.168338,0.287141,female
0.189913,0.072125,0.061067,1.870038,0.473694,0.050133,0.164235,0.233135,female
0.168598,0.059374,0.044458,2.52693,0.533854,0,0.152477,0.130584,female
0.159715,0.057488,0.04183,2.911308,0.431623,0,0.164624,0.451429,female
0.194125,0.06122,0.051046,2.26722,0.446981,0,0.189045,0.213466,female
0.172586,0.065866,0.050736,3.089755,0.512662,0,0.17241,0.143094,female
0.182064,0.059175,0.045904,2.831543,0.451007,0,0.169674,0.142138,female
0.175248,0.060035,0.048668,3.407406,0.439105,0,0.177271,0.155769,female
0.172679,0.051914,0.036146,3.061702,0.409585,0,0.173162,0.072832,female
0.161153,0.068211,0.063112,3.252964,0.584005,0,0.167895,0.28655,female
0.170132,0.054453,0.042828,2.641074,0.456989,0,0.149217,0.154498,female
0.177047,0.064522,0.067065,2.145688,0.538465,0,0.179878,0.238095,female
0.15408,0.087913,0.170738,2.219184,0.704237,0.217491,0.207905,0.185541,female
0.162341,0.079431,0.128467,3.600307,0.706917,0.213364,0.206479,0.34827,female
0.151755,0.089441,0.166493,2.603043,0.681699,0.214298,0.212683,0.282422,female
0.141083,0.088698,0.174542,1.597069,0.601127,0.225327,0.174179,0.241986,female
0.141617,0.086008,0.164235,1.471281,0.745641,0.194529,0.184906,0.150686,female
0.165804,0.082937,0.133358,1.679792,0.725957,0.204891,0.189945,0.261695,female
0.152198,0.082752,0.149608,2.660579,0.651973,0.215719,0.190461,0.197489,female
0.129146,0.087656,0.175129,1.82141,0.678018,0.219041,0.197429,0.172049,female
0.175554,0.084077,0.11097,1.852942,0.642259,0.216507,0.181829,0.268472,female
0.148975,0.087243,0.167149,2.13817,0.622045,0.207435,0.183926,0.176471,female
0.197723,0.043484,0.04977,2.132563,0.266904,0.175239,0.151901,0.258636,female
0.191374,0.04244,0.058388,1.836145,0.287491,0.176345,0.158337,0.17163,female
0.189154,0.049763,0.068716,1.188838,0.39939,0.199504,0.13933,0.168175,female
0.191702,0.044968,0.05622,1.936982,0.279577,0.176463,0.157803,0.220856,female
0.183433,0.049427,0.061677,2.549621,0.306337,0.154085,0.146007,0.076484,female
0.186466,0.045515,0.061869,1.710497,0.307674,0.199456,0.148864,0.094713,female
0.198203,0.043552,0.051312,2.1817,0.294762,0.221542,0.158042,0.072736,female
0.187629,0.0402,0.061931,2.555592,0.234557,0.156532,0.153609,0.056659,female
0.200702,0.065328,0.048986,2.665433,0.516221,0.212144,0.165352,0.151229,female
0.17325,0.05202,0.043473,3.149874,0.450262,0.197344,0.150268,0.337912,female
0.1823,0.062017,0.070572,1.406595,0.594892,0.195216,0.162183,0.309413,female
0.183495,0.067946,0.072775,2.249872,0.611967,0.230877,0.149574,0.191765,female
0.173271,0.065123,0.074453,2.594767,0.668181,0.191537,0.145,0.172249,female
0.173639,0.076568,0.102782,0.983939,0.75665,0.201669,0.144806,0.234127,female
0.200116,0.060781,0.047838,2.522925,0.498886,0.235872,0.150029,0.2625,female
0.196406,0.063059,0.056968,1.892379,0.53689,0.229548,0.166,0.21798,female
0.170212,0.071781,0.106108,2.865304,0.654076,0.209928,0.168726,0.3425,female
0.172286,0.062873,0.051721,3.134383,0.574005,0.206575,0.157403,0.038797,female
0.204938,0.057838,0.044356,2.485003,0.362204,0.050114,0.145934,0.27033,female
0.157169,0.078394,0.140881,2.322141,0.752104,0.050189,0.141424,0.126211,female
0.195861,0.057153,0.053132,2.004903,0.374785,0.049872,0.139459,0.259448,female
0.188227,0.078766,0.069725,1.656946,0.508718,0.049908,0.157151,0.206897,female
0.222373,0.059724,0.073291,2.496013,0.271194,0.268971,0.171505,0.154098,female
0.19205,0.069854,0.063181,1.762694,0.546754,0.050062,0.184095,0.391193,female
0.201929,0.062835,0.058693,1.8624,0.429764,0.050062,0.166532,0.350301,female
0.198051,0.070331,0.065482,1.78749,0.4446,0.049992,0.181607,0.197473,female
0.193962,0.078522,0.06184,2.149418,0.513838,0.219591,0.180687,0.178783,female
0.19574,0.072019,0.066818,2.655036,0.471817,0.050114,0.182011,0.278438,female
0.171871,0.058132,0.044665,3.646713,0.42919,0,0.17123,0.049474,female
0.178197,0.06021,0.058583,3.162455,0.488415,0,0.144652,0.143839,female
