@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R6,9-10,13,17,21'

@attribute IQR numeric
@attribute sp.ent numeric
@attribute sfm numeric
@attribute meanfun numeric
@attribute mindom numeric
@attribute label {male,female}

@data
0.105698,0.935972,0.417277,0.119681,0.023438,male
0.113291,0.923729,0.397331,0.129917,0.023438,male
0.080257,0.894457,0.303314,0.12282,0.023438,male
0.087339,0.875715,0.227555,0.136609,0.023438,male
0.099077,0.896012,0.294491,0.131356,0.023438,male
0.11428,0.92051,0.406614,0.12477,0.023438,male
0.095875,0.92382,0.423014,0.130248,0.023438,male
0.101818,0.925278,0.410656,0.135463,0.023438,male
0.102707,0.922661,0.380896,0.104783,0.140625,male
0.097689,0.924651,0.366638,0.11918,0.023438,male
0.101359,0.930679,0.425201,0.134244,0.023438,male
0.096433,0.93612,0.469122,0.123764,0.1875,male
0.114947,0.922618,0.463175,0.111046,0.023438,male
0.111023,0.926904,0.38886,0.130017,0.023438,male
0.094621,0.918872,0.327491,0.134786,0.023438,male
0.105128,0.916437,0.375769,0.119049,0.023438,male
0.08656,0.925755,0.482851,0.137189,0.023438,male
0.074744,0.922532,0.528765,0.136946,0.023438,male
0.109135,0.916849,0.357593,0.133017,0.023438,male
0.104893,0.919087,0.337028,0.125785,0.023438,male
0.112243,0.917318,0.421471,0.144152,0.023438,male
0.102308,0.925481,0.432531,0.126553,0.023438,male
0.109505,0.915714,0.337848,0.124146,0.023438,male
0.091643,0.90514,0.341054,0.128239,0.023438,male
0.091031,0.908992,0.320214,0.12304,0.117188,male
0.1148,0.900464,0.392967,0.110624,0.023438,male
0.11777,0.919318,0.408695,0.130035,0.023438,male
0.093012,0.907643,0.321172,0.113894,0.023438,male
0.100205,0.910234,0.338377,0.12519,0.023438,male
0.117153,0.899679,0.371407,0.134224,0.023438,male
0.101364,0.927167,0.396078,0.135571,0.023438,male
0.093205,0.892495,0.339382,0.125153,0.023438,male
0.109062,0.906205,0.353393,0.116158,0.023438,male
0.108138,0.901728,0.302582,0.12405,0.023438,male
0.1225,0.916155,0.392266,0.125472,0.023438,male
0.103158,0.909032,0.348257,0.123986,0.023438,male
0.099123,0.903143,0.33088,0.133929,0.023438,male
0.102756,0.907278,0.369606,0.124894,0.023438,male
0.11397,0.917527,0.372746,0.12032,0.023438,male
0.111831,0.918596,0.389962,0.125343,0.023438,male
0.105827,0.911062,0.322959,0.138659,0.023438,male
0.111049,0.915842,0.382121,0.120722,0.023438,male
0.102237,0.906631,0.324772,0.138987,0.023438,male
0.090137,0.872306,0.264242,0.133339,0.140625,male
0.105946,0.916745,0.385365,0.128077,0.023438,male
0.101494,0.915891,0.367568,0.134417,0.023438,male
0.080825,0.928712,0.427925,0.130937,0.023438,male
0.11551,0.912933,0.387203,0.133846,0.023438,male
0.099917,0.865801,0.268735,0.12436,0.023438,male
0.111043,0.901842,0.316278,0.141119,0.023438,male
0.109796,0.901806,0.300784,0.124402,0.023438,male
0.109388,0.899462,0.316783,0.121535,0.023438,male
0.106715,0.887669,0.3334,0.127889,0.023438,male
0.11043,0.891871,0.256309,0.120554,0.023438,male
0.098391,0.918227,0.353041,0.123836,0.023438,male
0.111034,0.904832,0.316256,0.120371,0.023438,male
0.112,0.913219,0.367184,0.111458,0.023438,male
0.104844,0.911316,0.379893,0.126774,0.023438,male
0.114892,0.906402,0.319752,0.121207,0.023438,male
0.09641,0.92741,0.403566,0.117747,0.023438,male
0.112487,0.905491,0.318986,0.125576,0.023438,male
0.093789,0.855932,0.266642,0.132016,0.023438,male
0.111608,0.903398,0.291057,0.124676,0.023438,male
0.094286,0.905284,0.325613,0.119274,0.023438,male
0.094357,0.91439,0.348963,0.126507,0.023438,male
0.104174,0.90254,0.349812,0.125493,0.023438,male
0.112998,0.905513,0.320267,0.122073,0.023438,male
0.106667,0.881721,0.276504,0.129463,0.023438,male
0.107327,0.916548,0.390463,0.119594,0.023438,male
0.113431,0.900403,0.300151,0.130253,0.023438,male
0.112091,0.919544,0.387348,0.127914,0.023438,male
0.108889,0.917123,0.363369,0.139322,0.023438,male
0.114019,0.911859,0.344199,0.124478,0.023438,male
0.117247,0.902839,0.33425,0.12914,0.023438,male
0.094357,0.89913,0.326233,0.131099,0.023438,male
0.06402,0.905618,0.391769,0.141497,0.023438,male
0.116394,0.903695,0.321622,0.13574,0.023438,male
0.092161,0.90071,0.298507,0.132548,0.023438,male
0.111019,0.914099,0.364269,0.130279,0.023438,male
0.113035,0.89707,0.319884,0.123877,0.023438,male
0.121642,0.904596,0.312727,0.123837,0.023438,male
0.104604,0.917883,0.353845,0.143059,0.023438,male
0.105,0.934194,0.479158,0.129221,0.023438,male
0.101013,0.904556,0.312039,0.124497,0.023438,male
0.113333,0.922266,0.373547,0.11822,0.023438,male
0.099592,0.917399,0.414762,0.137282,0.023438,male
0.122444,0.890598,0.316993,0.124137,0.023438,male
0.11945,0.910924,0.425155,0.129447,0.023438,male
0.108763,0.913114,0.375117,0.137188,0.023438,male
0.102462,0.932033,0.543193,0.135787,0.023438,male
0.114446,0.939701,0.599018,0.133196,0.023438,male
0.123795,0.891217,0.322955,0.127262,0.023438,male
0.114642,0.886658,0.32003,0.12019,0.023438,male
0.101379,0.899294,0.36238,0.1264,0.023438,male
0.103385,0.898586,0.342237,0.134925,0.023438,male
0.113464,0.909597,0.387035,0.11768,0.023438,male
0.062637,0.900119,0.455424,0.145813,0.023438,male
0.123478,0.886977,0.396902,0.147963,0.023438,male
0.093504,0.924422,0.444776,0.128891,0.023438,male
0.110473,0.911963,0.387642,0.121053,0.023438,male
0.104904,0.909425,0.374225,0.133092,0.023438,male
0.106192,0.913984,0.478171,0.142627,0.023438,male
0.122568,0.874889,0.280634,0.12861,0.023438,male
0.106061,0.927975,0.536623,0.127216,0.023438,male
0.113015,0.890187,0.422546,0.137665,0.023438,male
0.114012,0.900506,0.297487,0.121381,0.023438,male
0.127273,0.873847,0.261759,0.12361,0.023438,male
0.118381,0.94385,0.62313,0.127634,0.023438,male
0.114074,0.890735,0.31571,0.117966,0.023438,male
0.103575,0.945091,0.608689,0.138419,0.023438,male
0.078604,0.911809,0.390899,0.134166,0.023438,male
0.125142,0.888908,0.399076,0.146308,0.023438,male
0.1069,0.93641,0.552206,0.124913,0.023438,male
0.109511,0.918317,0.439954,0.140013,0.023438,male
0.104448,0.905769,0.334492,0.137307,0.023438,male
0.10836,0.921773,0.462239,0.14326,0.023438,male
0.117997,0.902385,0.443069,0.144218,0.023438,male
0.110842,0.917337,0.357517,0.129154,0.023438,male
0.105845,0.919616,0.471991,0.132252,0.023438,male
0.117807,0.898852,0.409281,0.141515,0.023438,male
0.115405,0.904885,0.416642,0.117274,0.023438,male
0.106628,0.925782,0.494107,0.125217,0.023438,male
0.121579,0.893289,0.398394,0.129164,0.023438,male
0.100602,0.905459,0.322392,0.12791,0.023438,male
0.106522,0.903638,0.41108,0.128691,0.023438,male
0.089231,0.917068,0.474086,0.129256,0.023438,male
0.113629,0.905441,0.459133,0.131644,0.023438,male
0.122595,0.890828,0.443123,0.135909,0.023438,male
0.119269,0.896353,0.369563,0.122926,0.023438,male
0.118479,0.86994,0.299349,0.134915,0.023438,male
0.120541,0.894033,0.314099,0.128868,0.023438,male
0.10555,0.912087,0.374105,0.130998,0.023438,male
0.115485,0.913646,0.489821,0.134689,0.023438,male
0.111931,0.898535,0.341307,0.124774,0.023438,male
0.121701,0.889233,0.386817,0.13522,0.023438,male
0.116941,0.895179,0.424104,0.127738,0.023438,male
0.112544,0.898033,0.326584,0.130075,0.023438,male
0.117105,0.903538,0.361605,0.126353,0.023438,male
0.126554,0.900847,0.432467,0.127859,0.023438,male
0.118067,0.903937,0.335152,0.129052,0.023438,male
0.116874,0.927249,0.525566,0.138961,0.023438,male
0.115805,0.88419,0.316551,0.141445,0.023438,male
0.107014,0.928214,0.480653,0.149394,0.1875,male
0.102972,0.909296,0.375057,0.124732,0.023438,male
0.117856,0.941856,0.578647,0.136595,0.023438,male
0.119359,0.953904,0.65441,0.123996,0.023438,male
0.106995,0.908017,0.406953,0.138214,0.023438,male
0.121208,0.880615,0.317501,0.133305,0.023438,male
0.105797,0.901305,0.395124,0.136318,0.023438,male
0.118593,0.880182,0.302192,0.14418,0.023438,male
0.120296,0.8684,0.268398,0.135326,0.023438,male
0.10406,0.899599,0.310713,0.132416,0.023438,male
0.123664,0.867124,0.242838,0.132593,0.023438,male
0.114742,0.888341,0.29328,0.136393,0.023438,male
0.121616,0.851474,0.250528,0.136432,0.023438,male
0.124379,0.875945,0.294051,0.126847,0.023438,male
0.128589,0.835211,0.196291,0.130532,0.164063,male
0.123312,0.880572,0.333158,0.13978,0.023438,male
0.118462,0.881234,0.30933,0.137508,0.023438,male
0.118711,0.857527,0.255485,0.134642,0.023438,male
0.121633,0.877463,0.319809,0.133422,0.023438,male
0.122857,0.861768,0.231793,0.129353,0.023438,male
0.122526,0.87028,0.27415,0.120237,0.023438,male
0.120565,0.853268,0.214173,0.130808,0.023438,male
0.112482,0.89233,0.389373,0.141512,0.023438,male
0.117916,0.855626,0.265558,0.12727,0.023438,male
0.125886,0.868951,0.274106,0.122592,0.023438,male
0.108206,0.885285,0.253102,0.136883,0.023438,male
0.120816,0.865995,0.237839,0.143045,0.023438,male
0.121616,0.863697,0.307228,0.13445,0.023438,male
0.124797,0.870138,0.271367,0.12626,0.023438,male
0.125815,0.872345,0.280106,0.13018,0.023438,male
0.116499,0.89228,0.403093,0.120269,0.023438,male
0.118367,0.857623,0.234357,0.128111,0.023438,male
0.11514,0.883726,0.346877,0.137262,0.023438,male
0.123712,0.863854,0.302392,0.13375,0.023438,male
0.120251,0.857448,0.217783,0.130345,0.023438,male
0.127957,0.869066,0.288968,0.127005,0.023438,male
0.11348,0.901081,0.318025,0.13648,0.023438,male
0.118495,0.863991,0.236075,0.127057,0.023438,male
0.125034,0.872074,0.283257,0.121069,0.023438,male
0.116597,0.876257,0.267148,0.127932,0.140625,male
0.119019,0.875591,0.290092,0.13347,0.164063,male
0.120407,0.885539,0.346798,0.135179,0.023438,male
0.123057,0.871437,0.258167,0.12098,0.023438,male
0.11827,0.880763,0.314705,0.125406,0.023438,male
0.114837,0.895306,0.330229,0.134378,0.164063,male
0.113864,0.884481,0.294635,0.135167,0.023438,male
0.125792,0.893324,0.40305,0.126159,0.023438,male
0.114366,0.895849,0.358281,0.13505,0.023438,male
0.119019,0.872304,0.284037,0.138274,0.023438,male
0.119228,0.877976,0.316973,0.132837,0.023438,male
0.116866,0.873595,0.272308,0.135528,0.023438,male
0.12237,0.874187,0.273485,0.134594,0.023438,male
0.120443,0.860177,0.239342,0.121552,0.023438,male
0.119713,0.866953,0.273607,0.123262,0.023438,male
0.112,0.873848,0.243627,0.132001,0.023438,male
0.121201,0.861033,0.275471,0.132247,0.140625,male
0.123642,0.871228,0.331613,0.140195,0.023438,male
0.126522,0.877071,0.291567,0.125847,0.023438,male
0.124194,0.869846,0.309447,0.128287,0.023438,male
0.123059,0.862676,0.222309,0.125374,0.023438,male
0.120421,0.874633,0.277665,0.134514,0.023438,male
0.123817,0.883425,0.287794,0.121186,0.023438,male
0.12203,0.869924,0.269621,0.128464,0.023438,male
0.119714,0.876063,0.312363,0.136018,0.023438,male
0.114576,0.905384,0.350616,0.127213,0.023438,male
0.11435,0.911353,0.424355,0.127224,0.023438,male
0.112063,0.899916,0.322658,0.131092,0.023438,male
0.111337,0.92273,0.401104,0.133067,0.023438,male
0.109579,0.910115,0.396274,0.128063,0.023438,male
0.105088,0.949266,0.610953,0.141806,0.023438,male
0.117829,0.924484,0.463187,0.131363,0.023438,male
0.085281,0.919427,0.450082,0.130231,0.023438,male
0.10146,0.9167,0.416364,0.141236,0.023438,male
0.106382,0.942037,0.49426,0.118432,0.023438,male
0.07,0.932482,0.466363,0.129677,0.023438,male
0.110369,0.941125,0.487553,0.137259,0.023438,male
0.102614,0.925297,0.506057,0.122479,0.023438,male
0.115658,0.90413,0.386429,0.12781,0.023438,male
0.086458,0.911842,0.352112,0.139465,0.023438,male
0.121245,0.889852,0.299102,0.126705,0.023438,male
0.07913,0.924422,0.375796,0.12396,0.023438,male
0.108182,0.906151,0.319621,0.131797,0.023438,male
0.099097,0.930408,0.381328,0.128803,0.023438,male
0.112692,0.884004,0.330104,0.125719,0.023438,male
0.098422,0.921562,0.448642,0.128454,0.023438,male
0.093333,0.937142,0.494148,0.13398,0.023438,male
0.094046,0.945117,0.585704,0.135104,0.023438,male
0.118914,0.923603,0.464591,0.115078,0.023438,male
0.097355,0.923932,0.350318,0.124294,0.023438,male
0.113077,0.900325,0.381048,0.118863,0.023438,male
0.091967,0.920072,0.417513,0.13091,0.023438,male
0.116882,0.923802,0.465292,0.136572,0.023438,male
0.096822,0.924803,0.468433,0.139198,0.023438,male
0.117216,0.932894,0.474111,0.125775,0.023438,male
0.114904,0.913945,0.431142,0.12188,0.023438,male
0.097391,0.930393,0.431851,0.13926,0.023438,male
0.125816,0.925713,0.508129,0.128333,0.023438,male
0.12267,0.905753,0.320133,0.128717,0.023438,male
0.116148,0.94988,0.614718,0.138121,0.023438,male
0.114934,0.917098,0.392966,0.127776,0.023438,male
0.089505,0.925636,0.409185,0.131455,0.023438,male
0.084921,0.9173,0.355975,0.127353,0.023438,male
0.119817,0.917536,0.499576,0.133699,0.023438,male
0.099132,0.924495,0.441528,0.133257,0.023438,male
0.109696,0.950312,0.619949,0.136562,0.023438,male
0.108447,0.93026,0.561159,0.126811,0.023438,male
0.118169,0.911092,0.367496,0.120702,0.023438,male
0.168567,0.945096,0.586565,0.14554,0.023438,male
0.111935,0.966599,0.702967,0.132566,0.023438,male
0.123057,0.910791,0.428977,0.129494,0.023438,male
0.123735,0.905222,0.394867,0.128817,0.023438,male
0.096883,0.915841,0.37102,0.114881,0.023438,male
0.112836,0.902162,0.368383,0.133292,0.023438,male
0.126952,0.901686,0.439173,0.125611,0.023438,male
0.13337,0.940659,0.584654,0.130735,0.023438,male
0.12381,0.928752,0.521213,0.140388,0.023438,male
0.131436,0.965214,0.694859,0.124226,0.023438,male
0.094535,0.908334,0.397582,0.137327,0.023438,male
0.111931,0.924116,0.4671,0.112064,0.023438,male
0.114165,0.956978,0.635466,0.129325,0.023438,male
0.103536,0.916241,0.386041,0.129885,0.023438,male
0.115103,0.933255,0.516996,0.130354,0.023438,male
0.11749,0.956183,0.653194,0.130368,0.023438,male
0.117054,0.939612,0.547435,0.126827,0.023438,male
0.098378,0.906171,0.371593,0.123358,0.023438,male
0.10186,0.897406,0.390229,0.131257,0.023438,male
0.095362,0.920396,0.450361,0.124998,0.023438,male
0.085416,0.896123,0.322415,0.110725,0.023438,male
0.101897,0.925575,0.427947,0.110586,0.023438,male
0.103353,0.929877,0.502995,0.129785,0.023438,male
0.102,0.919802,0.444194,0.119382,0.023438,male
0.095696,0.887692,0.291939,0.119743,0.023438,male
0.089555,0.894823,0.352556,0.114048,0.023438,male
0.10673,0.91917,0.472429,0.147369,0.023438,male
0.103595,0.894355,0.295875,0.117887,0.023438,male
0.099731,0.899015,0.331703,0.128235,0.023438,male
0.107877,0.899581,0.362672,0.121516,0.023438,male
0.106419,0.907358,0.331397,0.115013,0.023438,male
0.114286,0.910146,0.403946,0.13042,0.023438,male
0.105053,0.912432,0.473761,0.122219,0.023438,male
0.103106,0.908453,0.377132,0.123375,0.023438,male
0.103639,0.911919,0.374933,0.119688,0.023438,male
0.097764,0.912223,0.387537,0.128332,0.023438,male
0.091709,0.891649,0.342079,0.120814,0.023438,male
0.092803,0.901881,0.342747,0.118935,0.023438,male
0.096027,0.922121,0.464985,0.130391,0.023438,male
0.063299,0.899484,0.326896,0.105009,0.023438,male
0.101581,0.919992,0.451578,0.123354,0.023438,male
0.097896,0.913275,0.406344,0.11941,0.023438,male
0.086882,0.90267,0.358707,0.124046,0.023438,male
0.109919,0.922026,0.495646,0.134859,0.023438,male
0.095152,0.893008,0.290411,0.101592,0.023438,male
0.101959,0.895043,0.354815,0.12543,0.023438,male
0.08306,0.896218,0.389725,0.132462,0.023438,male
0.105,0.905622,0.441122,0.124957,0.023438,male
0.106068,0.894805,0.415425,0.144497,0.023438,male
0.090056,0.898203,0.396,0.1276,0.023438,male
0.100909,0.914655,0.464356,0.124655,0.023438,male
0.103318,0.909688,0.437591,0.118327,0.023438,male
0.108157,0.884878,0.364628,0.120504,0.023438,male
0.106534,0.921592,0.449218,0.122806,0.023438,male
0.111914,0.931974,0.58654,0.115271,0.023438,male
0.104463,0.898792,0.347664,0.113327,0.023438,male
0.11163,0.936024,0.601132,0.128854,0.023438,male
0.098378,0.908104,0.431243,0.127378,0.023438,male
0.096835,0.913422,0.418561,0.11134,0.023438,male
0.110385,0.946403,0.626768,0.131299,0.023438,male
0.111462,0.908975,0.402724,0.125784,0.023438,male
0.096349,0.908453,0.385104,0.116748,0.023438,male
0.112343,0.936775,0.613574,0.12341,0.023438,male
0.100827,0.893534,0.348884,0.114621,0.023438,male
0.099216,0.923825,0.474675,0.136461,0.023438,male
0.096266,0.948078,0.620633,0.113783,0.023438,male
0.106111,0.900056,0.359677,0.132513,0.023438,male
0.090273,0.90115,0.370874,0.11814,0.023438,male
0.087761,0.914163,0.411413,0.129196,0.023438,male
0.100956,0.9272,0.528054,0.125425,0.023438,male
0.092099,0.902901,0.358652,0.120987,0.023438,male
0.104863,0.902936,0.433659,0.116731,0.023438,male
0.101635,0.913581,0.396913,0.127359,0.117188,male
0.096072,0.912606,0.43274,0.119143,0.023438,male
0.103468,0.912069,0.481726,0.118442,0.023438,male
0.101441,0.921361,0.502833,0.128262,0.023438,male
0.101979,0.898187,0.358169,0.104187,0.140625,male
0.126266,0.85969,0.238468,0.141785,0.023438,male
0.114489,0.918183,0.459706,0.137924,0.023438,male
0.100679,0.909433,0.313134,0.133601,0.023438,male
0.105479,0.913325,0.416136,0.143739,0.023438,male
0.107107,0.881478,0.230465,0.137973,0.023438,male
0.084933,0.910408,0.342158,0.139569,0.023438,male
0.108657,0.877106,0.271041,0.141775,0.023438,male
0.094989,0.879362,0.241913,0.126991,0.023438,male
0.117774,0.875382,0.290112,0.127706,0.023438,male
0.113434,0.886085,0.260091,0.116426,0.140625,male
0.112603,0.884661,0.277206,0.122735,0.023438,male
0.111901,0.897164,0.330276,0.136295,0.023438,male
0.098161,0.917041,0.400147,0.140785,0.023438,male
0.104943,0.907559,0.401425,0.137417,0.023438,male
0.107436,0.912657,0.415627,0.134617,0.023438,male
0.102123,0.884457,0.25386,0.131586,0.023438,male
0.114885,0.867978,0.179824,0.131917,0.023438,male
0.106687,0.893554,0.297445,0.12786,0.117188,male
0.112895,0.883127,0.266543,0.130041,0.023438,male
0.110758,0.886571,0.277778,0.128423,0.023438,male
0.103986,0.898344,0.31527,0.124409,0.023438,male
0.106607,0.884985,0.322783,0.133266,0.023438,male
0.106193,0.877684,0.250315,0.133431,0.023438,male
0.118479,0.879393,0.312941,0.137702,0.023438,male
0.102052,0.905496,0.405374,0.14046,0.023438,male
0.102857,0.905942,0.324612,0.129766,0.023438,male
0.09962,0.899415,0.323876,0.124853,0.023438,male
0.111749,0.894096,0.325975,0.137182,0.023438,male
0.116529,0.877618,0.264156,0.135821,0.023438,male
0.089982,0.886032,0.293221,0.132473,0.023438,male
0.096119,0.89465,0.308211,0.13084,0.023438,male
0.105762,0.894743,0.25743,0.129154,0.023438,male
0.117099,0.869069,0.236644,0.121469,0.140625,male
0.095846,0.906896,0.324342,0.12062,0.023438,male
0.108182,0.884361,0.298339,0.123841,0.023438,male
0.09702,0.89766,0.308858,0.147241,0.023438,male
0.09589,0.900646,0.288317,0.126176,0.164063,male
0.113927,0.870059,0.285756,0.136536,0.164063,male
0.088935,0.907693,0.281713,0.136503,0.023438,male
0.106571,0.871339,0.259785,0.131037,0.023438,male
0.093475,0.898852,0.256005,0.131665,0.023438,male
0.113106,0.883413,0.231141,0.120476,0.023438,male
0.090987,0.890634,0.27041,0.138551,0.1875,male
0.07701,0.890607,0.267699,0.139093,0.140625,male
0.091971,0.89707,0.279351,0.132507,0.023438,male
0.089362,0.903934,0.358848,0.128936,0.023438,male
0.111712,0.898008,0.321228,0.151059,0.023438,male
0.095722,0.900591,0.277162,0.130911,0.023438,male
0.108325,0.883213,0.254528,0.123878,0.023438,male
0.114333,0.886502,0.258112,0.128059,0.023438,male
0.122641,0.895437,0.299409,0.137599,0.023438,male
0.078469,0.92076,0.379223,0.11859,0.140625,male
0.107029,0.904721,0.295208,0.123511,0.023438,male
0.113623,0.884535,0.269879,0.129251,0.023438,male
0.11283,0.886639,0.26003,0.139463,0.023438,male
0.101647,0.891339,0.249271,0.125659,0.023438,male
0.116202,0.896998,0.305821,0.131737,0.023438,male
0.118691,0.862245,0.194831,0.124717,0.023438,male
0.109118,0.900161,0.290699,0.127336,0.023438,male
0.114074,0.890243,0.31362,0.129514,0.023438,male
0.097391,0.92564,0.490501,0.126047,0.023438,male
0.10674,0.931212,0.50788,0.137366,0.023438,male
0.090643,0.906445,0.390451,0.124491,0.023438,male
0.089315,0.909508,0.43941,0.119456,0.023438,male
0.095385,0.933133,0.509799,0.131851,0.023438,male
0.087352,0.930426,0.453556,0.112781,0.023438,male
0.08259,0.937132,0.495152,0.131686,0.023438,male
0.078294,0.937305,0.47992,0.126011,0.023438,male
0.076194,0.917177,0.437308,0.12188,0.023438,male
0.083796,0.926579,0.445016,0.115525,0.023438,male
0.09123,0.927167,0.485663,0.133119,0.023438,male
0.08788,0.918167,0.434457,0.113289,0.023438,male
0.088448,0.911978,0.442032,0.122969,0.023438,male
0.083575,0.920331,0.434536,0.133268,0.023438,male
0.080742,0.930385,0.451028,0.134565,0.023438,male
0.08669,0.91387,0.417317,0.114192,0.023438,male
0.095429,0.923466,0.463691,0.103198,0.023438,male
0.077619,0.924612,0.468708,0.110995,0.023438,male
0.084528,0.903072,0.401957,0.114208,0.023438,male
0.074841,0.930249,0.476384,0.116802,0.023438,male
0.08878,0.92657,0.459924,0.125811,0.023438,male
0.096536,0.915886,0.488918,0.123097,0.023438,male
0.1,0.9266,0.521835,0.130525,0.023438,male
0.093641,0.92048,0.496539,0.11412,0.023438,male
0.077878,0.934018,0.502058,0.109428,0.023438,male
0.095776,0.935269,0.46994,0.114184,0.117188,male
0.091216,0.92729,0.447723,0.121193,0.023438,male
0.086184,0.918521,0.447815,0.116921,0.023438,male
0.091577,0.931799,0.495579,0.125539,0.023438,male
0.106689,0.927815,0.443323,0.127435,0.023438,male
0.098307,0.92191,0.451184,0.119902,0.023438,male
0.082477,0.929172,0.481774,0.103441,0.023438,male
0.078963,0.92255,0.403743,0.115816,0.023438,male
0.090873,0.925461,0.476508,0.124122,0.023438,male
0.095842,0.93219,0.500625,0.125645,0.023438,male
0.087901,0.922614,0.441679,0.112287,0.023438,male
0.090588,0.924514,0.433632,0.116505,0.023438,male
0.099124,0.923416,0.448994,0.112051,0.023438,male
0.094424,0.925515,0.460198,0.128866,0.023438,male
0.095853,0.920308,0.431603,0.122968,0.023438,male
0.098689,0.940103,0.56802,0.134829,0.023438,male
0.063453,0.908007,0.407781,0.127967,0.023438,male
0.081358,0.928719,0.491603,0.124015,0.023438,male
0.113566,0.911859,0.397006,0.109126,0.023438,male
0.105,0.931209,0.496349,0.108006,0.023438,male
0.080513,0.92455,0.409303,0.09772,0.023438,male
0.092821,0.926225,0.450288,0.128601,0.023438,male
0.105703,0.900356,0.382137,0.107362,0.023438,male
0.097186,0.900279,0.357794,0.101712,0.023438,male
0.10513,0.923479,0.413761,0.13024,0.023438,male
0.084094,0.916869,0.42628,0.118027,0.023438,male
0.101079,0.929229,0.423772,0.104121,0.023438,male
0.119487,0.908226,0.4111,0.119124,0.023438,male
0.088769,0.931075,0.460453,0.101706,0.023438,male
0.113771,0.919333,0.416977,0.125242,0.023438,male
0.090759,0.923035,0.419386,0.113367,0.023438,male
0.082127,0.91842,0.39231,0.106731,0.023438,male
0.101684,0.932576,0.452295,0.108441,0.023438,male
0.092603,0.907099,0.344087,0.119247,0.023438,male
0.104,0.938542,0.46941,0.115336,0.023438,male
0.112974,0.961593,0.728459,0.111842,0.007813,male
0.120572,0.956458,0.694494,0.109588,0.007813,male
0.147503,0.971955,0.778156,0.108312,0.007813,male
0.08092,0.913982,0.221827,0.110204,0.007813,male
0.061168,0.912854,0.302727,0.117417,0.007813,male
0.093552,0.93092,0.522444,0.115121,0.007813,male
0.078359,0.931312,0.492887,0.121578,0.242188,male
0.068046,0.910944,0.506981,0.108129,0.257813,male
0.086007,0.931785,0.479558,0.120219,0.007813,male
0.096723,0.927911,0.527009,0.112812,0.078125,male
0.08005,0.893988,0.387574,0.143267,0.03125,male
0.088191,0.936807,0.585019,0.110123,0.234375,male
0.089719,0.94892,0.643015,0.111646,0.242188,male
0.105718,0.916573,0.500398,0.105274,0.007813,male
0.102204,0.923015,0.530733,0.090544,0.007813,male
0.105457,0.915056,0.504293,0.095153,0.007813,male
0.098776,0.909831,0.499229,0.099664,0.007813,male
0.106601,0.91292,0.451492,0.094275,0.007813,male
0.10613,0.931223,0.511098,0.090384,0.09375,male
0.113911,0.923355,0.524905,0.107772,0.007813,male
0.120584,0.951253,0.677043,0.11805,0.007813,male
0.118029,0.936652,0.607214,0.118986,0.007813,male
0.14245,0.967301,0.754309,0.12751,0.007813,male
0.125301,0.962945,0.728387,0.121963,0.007813,male
0.121919,0.952082,0.659294,0.114909,0.007813,male
0.137462,0.956978,0.688573,0.118052,0.007813,male
0.17271,0.968332,0.757766,0.12416,0.007813,male
0.125567,0.945143,0.605061,0.113728,0.007813,male
0.123598,0.962416,0.726932,0.113916,0.046875,male
0.113946,0.968197,0.775888,0.101674,0.039063,male
0.112582,0.952074,0.670602,0.10213,0.101563,male
0.146521,0.949434,0.665957,0.102024,0.007813,male
0.116639,0.911479,0.531648,0.12113,0.007813,male
0.150756,0.93862,0.585654,0.127333,0.007813,male
0.151406,0.944999,0.653185,0.111191,0.007813,male
0.112644,0.900217,0.476887,0.112336,0.007813,male
0.112859,0.898097,0.498559,0.115006,0.007813,male
0.165625,0.933061,0.621858,0.119256,0.007813,male
0.120054,0.921511,0.596864,0.102114,0.007813,male
0.115793,0.899195,0.494952,0.105504,0.007813,male
0.12213,0.922217,0.581466,0.094948,0.007813,male
0.145367,0.925791,0.613511,0.105169,0.007813,male
0.158496,0.941519,0.620938,0.094481,0.007813,male
0.107059,0.943157,0.657765,0.12004,0.007813,male
0.134116,0.935947,0.639514,0.123835,0.007813,male
0.140467,0.934202,0.583329,0.114209,0.007813,male
0.123451,0.926549,0.575437,0.121279,0.007813,male
0.122239,0.932979,0.587613,0.131708,0.007813,male
0.120638,0.884334,0.471211,0.111916,0.007813,male
0.140942,0.939789,0.653992,0.092487,0.007813,male
0.119865,0.922124,0.544227,0.123073,0.007813,male
0.163179,0.950233,0.694301,0.116837,0.007813,male
0.126511,0.926943,0.558977,0.134451,0.007813,male
0.159033,0.958919,0.700827,0.092156,0.007813,male
0.111204,0.887048,0.463191,0.109726,0.007813,male
0.12533,0.917209,0.525125,0.116061,0.007813,male
0.162342,0.941229,0.59945,0.102513,0.007813,male
0.147374,0.953774,0.672605,0.109024,0.007813,male
0.132083,0.949948,0.673162,0.097155,0.007813,male
0.121187,0.907692,0.519118,0.099902,0.007813,male
0.125873,0.925403,0.547927,0.112286,0.007813,male
0.11324,0.898122,0.462075,0.1016,0.007813,male
0.112551,0.912057,0.41314,0.111679,0.004883,male
0.109022,0.924541,0.480474,0.112151,0.087891,male
0.109459,0.901424,0.390069,0.108966,0.083008,male
0.107407,0.897911,0.391954,0.110848,0.087891,male
0.105544,0.92393,0.446014,0.109261,0.087891,male
0.103074,0.926178,0.46971,0.109973,0.078125,male
