@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R2-6,10,13,19,21'

@attribute sd numeric
@attribute median numeric
@attribute Q25 numeric
@attribute Q75 numeric
@attribute IQR numeric
@attribute sfm numeric
@attribute meanfun numeric
@attribute dfrange numeric
@attribute label {male,female}

@data
0.087753,0.167097,0.060516,0.228516,0.168,0.783827,0.135787,0.625,female
0.079104,0.210642,0.17578,0.232661,0.056881,0.477903,0.164945,0.625,female
0.06388,0.199417,0.170601,0.228233,0.057632,0.526974,0.155693,0.6875,female
0.072572,0.194491,0.163353,0.22012,0.056766,0.5371,0.165601,0.6875,female
0.070494,0.21517,0.176886,0.241437,0.064551,0.493545,0.158243,0.492188,female
0.079489,0.170838,0.063314,0.210136,0.146823,0.587443,0.142991,0.734375,female
0.063233,0.255139,0.233439,0.265041,0.031603,0.241623,0.167971,2.367188,female
0.05624,0.257417,0.242124,0.267994,0.02587,0.204484,0.196347,5.1875,female
0.057087,0.254724,0.240542,0.26652,0.025978,0.207807,0.216581,5.195313,female
0.067051,0.241655,0.226486,0.254086,0.0276,0.308696,0.213947,4.3125,female
0.066109,0.252447,0.229605,0.265635,0.03603,0.307971,0.196494,2.054688,female
0.054269,0.249894,0.238583,0.261206,0.022623,0.186665,0.204661,5.046875,female
0.06888,0.249942,0.230338,0.266278,0.035939,0.256008,0.215689,4.9375,female
0.053585,0.256984,0.236169,0.268792,0.032623,0.201548,0.225755,4.070313,female
0.061951,0.255031,0.240735,0.266086,0.025351,0.247794,0.209523,5.484375,female
0.063126,0.251461,0.236147,0.261206,0.025059,0.249656,0.229153,4.757813,female
0.018363,0.209186,0.203895,0.218818,0.014922,0.036876,0.196548,0.890625,female
0.078368,0.142228,0.12227,0.195709,0.073439,0.545209,0.134173,0.664063,female
0.073737,0.145003,0.122989,0.175023,0.052034,0.555472,0.118444,1.625,female
0.079613,0.139628,0.121011,0.214282,0.093271,0.556932,0.135429,6.96875,female
0.073446,0.15014,0.125235,0.187497,0.062262,0.570919,0.138678,5.726563,female
0.064817,0.147186,0.128265,0.165744,0.037479,0.516985,0.091912,0.171875,female
0.075211,0.143905,0.12106,0.169484,0.048424,0.523185,0.09266,3.226563,female
0.068246,0.148562,0.125878,0.168133,0.042256,0.538652,0.142132,6.992188,female
0.058783,0.15451,0.132895,0.163117,0.030222,0.446044,0.097645,0.1875,female
0.067688,0.150006,0.12295,0.169377,0.046427,0.559665,0.092691,0.1875,female
0.072749,0.150119,0.128371,0.197691,0.06932,0.580761,0.125416,6.992188,female
0.085144,0.157157,0.042092,0.195817,0.153725,0.738187,0.171961,4.945313,female
0.087014,0.179663,0.052884,0.218397,0.165513,0.705241,0.181477,3.648438,female
0.07312,0.124575,0.063068,0.190572,0.127503,0.807726,0.163012,4.578125,female
0.07511,0.19941,0.158081,0.23738,0.079299,0.618584,0.190072,2.945313,female
0.078611,0.191471,0.090817,0.223725,0.132908,0.700683,0.19881,3.273438,female
0.079083,0.200875,0.115391,0.224424,0.109033,0.511028,0.193539,3.148438,female
0.030658,0.201017,0.187853,0.210978,0.023126,0.141782,0.172201,5.554688,female
0.034688,0.197418,0.17683,0.216863,0.040033,0.172296,0.13532,3.695313,female
0.035643,0.178969,0.168604,0.210984,0.042381,0.167432,0.143391,5.445313,female
0.032308,0.18438,0.169229,0.205248,0.036018,0.125105,0.14182,5.5625,female
0.086153,0.154149,0.05734,0.214468,0.157128,0.78759,0.148854,6.023438,female
0.026538,0.18794,0.175205,0.204678,0.029474,0.108264,0.163047,6.398438,female
0.035393,0.217291,0.198611,0.247025,0.048414,0.1061,0.161967,5.554688,female
0.030266,0.190627,0.175387,0.209483,0.034096,0.129738,0.145136,6.796875,female
0.030978,0.182219,0.174786,0.208142,0.033356,0.132974,0.156325,5.523438,female
0.029255,0.195301,0.174054,0.209418,0.035364,0.119268,0.170847,5.421875,female
0.049553,0.191969,0.170761,0.210175,0.039414,0.351996,0.169722,4.726563,female
0.031834,0.180857,0.167143,0.200286,0.033143,0.2051,0.163618,6.078125,female
0.038707,0.18757,0.168301,0.204731,0.03643,0.2775,0.170741,5.828125,female
0.031593,0.185277,0.170122,0.199296,0.029175,0.212158,0.178872,0.070313,female
0.038162,0.185206,0.168478,0.197553,0.029075,0.308101,0.164002,0.226563,female
0.032864,0.177231,0.164923,0.187385,0.022462,0.21244,0.169975,6.101563,female
0.031323,0.172542,0.162018,0.183066,0.021048,0.202109,0.159755,6.375,female
0.033727,0.174444,0.1625,0.196667,0.034167,0.235185,0.15902,6.125,female
0.037901,0.173992,0.162239,0.189202,0.026963,0.28065,0.157736,5.492188,female
0.031576,0.181087,0.170815,0.198587,0.027772,0.203101,0.171749,6.71875,female
0.034865,0.181053,0.172105,0.195789,0.023684,0.233875,0.172607,5.890625,female
0.040612,0.181553,0.167233,0.196895,0.029662,0.293614,0.167403,6.773438,female
0.032579,0.181155,0.165722,0.195853,0.030131,0.196993,0.178054,4.242188,female
0.03853,0.185843,0.173804,0.207453,0.033649,0.292049,0.174887,6.140625,female
0.035288,0.181149,0.169088,0.190135,0.021047,0.212119,0.172216,0.539063,female
0.030908,0.179417,0.166505,0.197087,0.030583,0.181513,0.165879,0.210938,female
0.063255,0.174133,0.085424,0.190926,0.105502,0.53506,0.161951,6.210938,female
0.03323,0.179167,0.167083,0.197917,0.030833,0.22753,0.169357,1.609375,female
0.037959,0.175561,0.165455,0.198396,0.032941,0.295184,0.164493,6.765625,female
0.040894,0.17214,0.160428,0.201012,0.040584,0.32094,0.162001,6.398438,female
0.03887,0.191034,0.172759,0.206207,0.033448,0.257825,0.159146,6.101563,female
0.053701,0.168602,0.156344,0.185161,0.028817,0.470417,0.164477,6.96875,female
0.05528,0.170927,0.160434,0.195779,0.035345,0.423669,0.16377,0.40625,female
0.042535,0.174951,0.161674,0.186276,0.024603,0.300903,0.152717,5.671875,female
0.042459,0.178215,0.165175,0.204657,0.039483,0.340182,0.171083,6.109375,female
0.036891,0.179459,0.167568,0.194054,0.026486,0.28699,0.145491,5.953125,female
0.071193,0.166577,0.057758,0.186039,0.128281,0.513792,0.159179,6.257813,female
0.038923,0.173654,0.163221,0.191154,0.027933,0.290494,0.155664,0.851563,female
0.028361,0.182927,0.172195,0.18878,0.016585,0.165021,0.150385,6.117188,female
0.047433,0.175821,0.166567,0.206866,0.040299,0.34978,0.171535,0.570313,female
0.04964,0.177821,0.160741,0.196427,0.035686,0.438459,0.159961,0.546875,female
0.03471,0.177227,0.164437,0.195954,0.031517,0.245323,0.17522,5.664063,female
0.034716,0.190127,0.175376,0.202146,0.026771,0.250192,0.174571,6.671875,female
0.036331,0.17643,0.164989,0.18757,0.022581,0.260984,0.162366,5.71875,female
0.038917,0.185143,0.172,0.196571,0.024571,0.302646,0.178143,0.039063,female
0.037103,0.186184,0.168435,0.198862,0.030427,0.268711,0.17623,0.203125,female
0.032152,0.188072,0.172048,0.202831,0.030783,0.233418,0.172804,0.257813,female
0.035344,0.18343,0.170834,0.208097,0.037263,0.24736,0.176297,6.296875,female
0.031869,0.187398,0.172038,0.19442,0.022382,0.216424,0.166264,0.703125,female
0.0392,0.169655,0.158161,0.196782,0.038621,0.317472,0.168026,5.34375,female
0.034746,0.173753,0.16401,0.183264,0.019254,0.25885,0.174703,6.039063,female
0.044797,0.176484,0.164615,0.188791,0.024176,0.340283,0.169018,5.96875,female
0.040879,0.183448,0.165172,0.213448,0.048276,0.320349,0.172247,6.375,female
0.035275,0.176396,0.166348,0.191802,0.025455,0.24611,0.168509,6.171875,female
0.034481,0.179315,0.169966,0.199452,0.029486,0.232826,0.170298,5.734375,female
0.036617,0.1792,0.1648,0.192267,0.027467,0.26939,0.164484,6.625,female
0.033986,0.188447,0.170518,0.20485,0.034332,0.23204,0.163658,6.742188,female
0.034415,0.190412,0.171111,0.204815,0.033704,0.23466,0.170231,5.632813,female
0.054302,0.174379,0.16216,0.190533,0.028373,0.442196,0.17467,6.203125,female
0.033671,0.176428,0.165766,0.192421,0.026655,0.227687,0.17505,6.453125,female
0.038607,0.18002,0.16345,0.195466,0.032016,0.298322,0.164707,6.359375,female
0.038925,0.177641,0.163358,0.196684,0.033326,0.304502,0.152423,6.765625,female
0.043086,0.181194,0.164169,0.20126,0.03709,0.338455,0.166865,5.46875,female
0.033906,0.188582,0.171082,0.201381,0.030299,0.239938,0.174929,1.335938,female
0.037486,0.182625,0.175426,0.200433,0.025007,0.261475,0.166718,5.960938,female
0.042774,0.179955,0.167056,0.196315,0.029258,0.332855,0.1737,5.75,female
0.031422,0.184032,0.171613,0.194645,0.023032,0.212024,0.167675,5.28125,female
0.053881,0.172495,0.160134,0.18804,0.027906,0.415102,0.168612,6.90625,female
0.03743,0.175823,0.165645,0.1866,0.020955,0.284527,0.168936,3.53125,female
0.035405,0.168429,0.160276,0.185165,0.024889,0.261354,0.156155,4.484375,female
0.034568,0.179481,0.164416,0.202597,0.038182,0.251207,0.149157,6.734375,female
0.03593,0.180893,0.165017,0.193402,0.028385,0.257249,0.158578,2.210938,female
0.035058,0.168804,0.160319,0.184657,0.024338,0.246242,0.153981,5.617188,female
0.033878,0.175619,0.166018,0.188938,0.02292,0.226999,0.164342,6.125,female
0.036384,0.172963,0.159678,0.185246,0.025568,0.285398,0.16396,6.65625,female
0.038191,0.183831,0.169392,0.218122,0.048729,0.278393,0.172368,5.164063,female
0.033817,0.169655,0.162759,0.192414,0.029655,0.232398,0.154692,6.226563,female
0.03047,0.176056,0.164789,0.186479,0.02169,0.192606,0.168737,6.6875,female
0.0515,0.197861,0.179249,0.209595,0.030347,0.295386,0.179154,6.757813,female
0.035026,0.191238,0.172787,0.219163,0.046376,0.236268,0.169441,4.640625,female
0.043145,0.186984,0.169841,0.210794,0.040952,0.351325,0.172424,0.40625,female
0.032249,0.182729,0.167764,0.202025,0.034262,0.209671,0.179046,6.195313,female
0.024002,0.187909,0.177795,0.195361,0.017567,0.106801,0.168579,0.554688,female
0.042361,0.184415,0.17158,0.207045,0.035464,0.231124,0.179598,6.695313,female
0.030157,0.177702,0.168151,0.192531,0.024381,0.182416,0.174194,0.757813,female
0.038502,0.181031,0.166591,0.202868,0.036277,0.290416,0.166094,6.382813,female
0.053763,0.179115,0.167573,0.195359,0.027786,0.375275,0.16966,0.640625,female
0.033573,0.176154,0.165792,0.186967,0.021175,0.216122,0.167377,6.289063,female
0.0375,0.1792,0.168862,0.211938,0.043077,0.276973,0.156718,5.804688,female
0.037321,0.190474,0.171643,0.210849,0.039206,0.27567,0.170985,6.09375,female
0.032948,0.187226,0.17493,0.197285,0.022355,0.247042,0.172206,0.054688,female
0.062227,0.176203,0.161345,0.195874,0.034529,0.484542,0.167055,6.476563,female
0.030723,0.182894,0.170482,0.193846,0.023364,0.197544,0.162627,5.5625,female
0.039201,0.178918,0.166943,0.198289,0.031346,0.319835,0.156944,0.75,female
0.040505,0.177834,0.163083,0.197776,0.034693,0.31735,0.176315,0.335938,female
0.03153,0.175955,0.166517,0.186742,0.020225,0.216515,0.163617,6.070313,female
0.033396,0.173864,0.16155,0.186764,0.025215,0.221766,0.164132,0.648438,female
0.038632,0.172308,0.161538,0.195583,0.034045,0.290096,0.160317,6.632813,female
0.061359,0.171243,0.147514,0.189435,0.041921,0.505113,0.16661,6.210938,female
0.030724,0.182807,0.16807,0.192982,0.024912,0.213677,0.170652,5.578125,female
0.030652,0.176744,0.167442,0.197674,0.030233,0.189572,0.163305,3.914063,female
0.033503,0.182712,0.170847,0.195763,0.024915,0.23981,0.174009,0.21875,female
0.037319,0.177749,0.168586,0.200105,0.031518,0.291419,0.167259,0.445313,female
0.051147,0.176027,0.162883,0.195977,0.033093,0.447629,0.167117,5.664063,female
0.047699,0.17126,0.155853,0.188006,0.032153,0.377036,0.169212,4.476563,female
0.040007,0.162465,0.155027,0.194899,0.039872,0.287726,0.157304,6.554688,female
0.031864,0.178182,0.167074,0.20086,0.033785,0.205586,0.169568,5.671875,female
0.036367,0.173356,0.16302,0.190268,0.027248,0.238261,0.158211,5.476563,female
0.033789,0.185224,0.171376,0.211623,0.040247,0.228621,0.177042,4.40625,female
0.034082,0.174082,0.16779,0.187016,0.019226,0.223223,0.164371,6.460938,female
0.041912,0.188904,0.165251,0.20105,0.035799,0.323957,0.174824,3.726563,female
0.065366,0.2136,0.181867,0.236267,0.0544,0.44964,0.161213,0.507813,female
0.067776,0.205988,0.178443,0.234251,0.055808,0.479467,0.171696,0.601563,female
0.072027,0.205471,0.161,0.223588,0.062588,0.550262,0.146154,0.820313,female
0.056408,0.193285,0.175051,0.212735,0.037685,0.410387,0.143441,0.640625,female
0.070159,0.213067,0.172533,0.242133,0.0696,0.52465,0.158002,5.4375,female
0.061291,0.204133,0.180663,0.249708,0.069045,0.348168,0.154557,0.671875,female
0.077849,0.214562,0.169721,0.255233,0.085512,0.563884,0.148659,0.679688,female
0.063949,0.226853,0.18682,0.24894,0.06212,0.435548,0.138612,0.640625,female
0.06594,0.211309,0.184712,0.237068,0.052356,0.489534,0.168338,0.695313,female
0.072125,0.2072,0.1816,0.242667,0.061067,0.473694,0.164235,0.5625,female
0.059374,0.17783,0.153254,0.197712,0.044458,0.533854,0.152477,0.757813,female
0.057488,0.165919,0.149107,0.190936,0.04183,0.431623,0.164624,0.195313,female
0.06122,0.206904,0.181079,0.232125,0.051046,0.446981,0.189045,6.976563,female
0.065866,0.183275,0.157771,0.208508,0.050736,0.512662,0.17241,6.523438,female
0.059175,0.184107,0.167771,0.213676,0.045904,0.451007,0.169674,0.414063,female
0.060035,0.193391,0.160252,0.208919,0.048668,0.439105,0.177271,0.609375,female
0.051914,0.182923,0.161623,0.197769,0.036146,0.409585,0.173162,6.601563,female
0.068211,0.173634,0.145772,0.208884,0.063112,0.584005,0.167895,0.445313,female
0.054453,0.179318,0.155306,0.198134,0.042828,0.456989,0.149217,0.460938,female
0.064522,0.188208,0.156722,0.223787,0.067065,0.538465,0.179878,0.835938,female
0.087913,0.176679,0.05786,0.228598,0.170738,0.704237,0.207905,4.71875,female
0.079431,0.197346,0.08778,0.216247,0.128467,0.706917,0.206479,0.828125,female
0.089441,0.19852,0.059344,0.225837,0.166493,0.681699,0.212683,3.570313,female
0.088698,0.179804,0.043235,0.217778,0.174542,0.601127,0.174179,3.585938,female
0.086008,0.159907,0.057774,0.222009,0.164235,0.745641,0.184906,3.539063,female
0.082937,0.19382,0.095888,0.229246,0.133358,0.725957,0.189945,0.460938,female
0.082752,0.192843,0.066111,0.215719,0.149608,0.651973,0.190461,3.257813,female
0.087656,0.14155,0.040037,0.215166,0.175129,0.678018,0.197429,3.070313,female
0.084077,0.201348,0.126415,0.237385,0.11097,0.642259,0.181829,3.101563,female
0.087243,0.19042,0.050795,0.217945,0.167149,0.622045,0.183926,3.109375,female
0.043484,0.196992,0.174195,0.223965,0.04977,0.266904,0.151901,6.851563,female
0.04244,0.19104,0.162043,0.220431,0.058388,0.287491,0.158337,6.765625,female
0.049763,0.192406,0.154951,0.223668,0.068716,0.39939,0.13933,2.4375,female
0.044968,0.190568,0.161158,0.217378,0.05622,0.279577,0.157803,6.859375,female
0.049427,0.173186,0.151098,0.212774,0.061677,0.306337,0.146007,6.84375,female
0.045515,0.187768,0.153721,0.21559,0.061869,0.307674,0.148864,6.671875,female
0.043552,0.204104,0.173088,0.2244,0.051312,0.294762,0.158042,5.40625,female
0.0402,0.187235,0.155614,0.217545,0.061931,0.234557,0.153609,6.828125,female
0.065328,0.218625,0.190606,0.239592,0.048986,0.516221,0.165352,0.539063,female
0.05202,0.189908,0.159019,0.202492,0.043473,0.450262,0.150268,0.21875,female
0.062017,0.193746,0.159767,0.230338,0.070572,0.594892,0.162183,0.289063,female
0.067946,0.206498,0.157921,0.230695,0.072775,0.611967,0.149574,0.265625,female
0.065123,0.187934,0.144103,0.218556,0.074453,0.668181,0.145,0.257813,female
0.076568,0.19323,0.128964,0.231747,0.102782,0.75665,0.144806,0.328125,female
0.060781,0.219665,0.191743,0.239582,0.047838,0.498886,0.150029,0.3125,female
0.063059,0.215213,0.181144,0.238112,0.056968,0.53689,0.166,0.453125,female
0.071781,0.201348,0.114688,0.220797,0.106108,0.654076,0.168726,0.195313,female
0.062873,0.19149,0.158087,0.209808,0.051721,0.574005,0.157403,3.875,female
0.057838,0.219863,0.195126,0.239482,0.044356,0.362204,0.145934,0.8125,female
0.078394,0.184612,0.085115,0.225996,0.140881,0.752104,0.141424,3.773438,female
0.057153,0.205355,0.181234,0.234366,0.053132,0.374785,0.139459,0.695313,female
0.078766,0.207706,0.179817,0.249541,0.069725,0.508718,0.157151,0.679688,female
0.059724,0.241931,0.192122,0.265413,0.073291,0.271194,0.171505,0.953125,female
0.069854,0.216128,0.17815,0.241332,0.063181,0.546754,0.184095,0.726563,female
0.062835,0.217509,0.18402,0.242713,0.058693,0.429764,0.166532,0.679688,female
0.070331,0.216161,0.182129,0.247611,0.065482,0.4446,0.181607,0.734375,female
0.078522,0.221595,0.187239,0.24908,0.06184,0.513838,0.180687,0.710938,female
0.072019,0.207813,0.18375,0.250568,0.066818,0.471817,0.182011,0.726563,female
0.058132,0.1814,0.159067,0.203732,0.044665,0.42919,0.17123,2.226563,female
0.06021,0.191215,0.157193,0.215776,0.058583,0.488415,0.144652,1.070313,female
0.06025,0.177272,0.155259,0.213961,0.058702,0.504066,0.174866,0.648438,female
0.060778,0.178182,0.161212,0.200595,0.039383,0.450731,0.135378,0.257813,female
0.071244,0.188774,0.141369,0.223958,0.082588,0.658345,0.156399,0.507813,female
0.060988,0.199956,0.17348,0.229665,0.056185,0.436418,0.181574,0.78125,female
0.069521,0.182762,0.138828,0.231381,0.092552,0.537923,0.153757,0.25,female
0.069469,0.18794,0.140637,0.234516,0.093879,0.555937,0.179175,0.46875,female
0.065166,0.191227,0.158628,0.235031,0.076403,0.501417,0.15797,2.429688,female
0.06116,0.170058,0.150782,0.193419,0.042637,0.525701,0.144966,2.0625,female
0.072142,0.05871,0.025865,0.139589,0.113724,0.636657,0.124927,0.75,female
0.069725,0.058382,0.024407,0.133752,0.109344,0.608706,0.153543,1.414063,female
0.068473,0.054163,0.022843,0.127637,0.104794,0.581113,0.138373,5.320313,female
0.084219,0.1258,0.032784,0.194609,0.161824,0.776099,0.161328,0.960938,female
0.070612,0.06817,0.032941,0.157843,0.124902,0.632647,0.160137,0.578125,female
0.07695,0.0846,0.032021,0.168109,0.136088,0.674632,0.159181,0.601563,female
0.071357,0.065929,0.029094,0.15775,0.128656,0.613939,0.143862,0.867188,female
0.080005,0.131173,0.030997,0.172434,0.141437,0.657554,0.150548,0.765625,female
0.070847,0.071001,0.038766,0.158224,0.119458,0.664712,0.148914,0.632813,female
0.069827,0.070167,0.02748,0.143402,0.115922,0.625181,0.155145,0.632813,female
0.107549,0.21973,0.007339,0.247085,0.239746,0.235353,0.201656,0,female
0.11126,0.199921,0.000276,0.232229,0.231953,0.280412,0.172888,0,female
0.107862,0.204428,0.000348,0.241343,0.240995,0.271657,0.152977,0,female
0.111257,0.20335,0.002288,0.248253,0.245965,0.264933,0.187657,0,female
0.110261,0.208732,0.000267,0.245567,0.2453,0.288361,0.182116,0,female
0.109044,0.209823,0.000235,0.240908,0.240673,0.214378,0.188858,0,female
0.112649,0.194216,0.000229,0.236536,0.236307,0.276171,0.175442,0,female
0.109378,0.216816,0.006491,0.254683,0.248192,0.219573,0.182943,0,female
0.115273,0.217194,0.00025,0.252475,0.252225,0.246323,0.19548,0,female
0.114508,0.217541,0.000267,0.249037,0.24877,0.240213,0.184696,0,female
0.069786,0.182035,0.136821,0.21053,0.073709,0.575286,0.149335,6.953125,female
0.078427,0.174583,0.130326,0.235075,0.10475,0.55575,0.145062,0.460938,female
0.062383,0.171025,0.146783,0.206386,0.059603,0.438744,0.137827,0.835938,female
0.066874,0.179354,0.141705,0.220116,0.078412,0.566266,0.156444,0.40625,female
0.074465,0.174069,0.136463,0.231223,0.094761,0.576246,0.147814,0.257813,female
0.082656,0.194209,0.115017,0.213535,0.098519,0.446786,0.187905,0.21875,female
0.08446,0.198322,0.12919,0.221277,0.092088,0.446445,0.170038,0.445313,female
0.091112,0.207214,0.074179,0.236816,0.162637,0.499168,0.188951,0.6875,female
0.062168,0.17785,0.153487,0.194034,0.040547,0.448051,0.161053,0.460938,female
0.071939,0.175942,0.140785,0.232444,0.091659,0.55973,0.147771,0.4375,female
0.028795,0.209659,0.191265,0.227883,0.036618,0.136175,0.190332,6.023438,female
0.033483,0.214075,0.186861,0.231538,0.044678,0.16029,0.186654,3.070313,female
0.03544,0.196046,0.180719,0.226471,0.045752,0.210884,0.159956,5.96875,female
0.031613,0.193891,0.181785,0.21166,0.029874,0.201765,0.183362,5.734375,female
0.033526,0.197941,0.179728,0.210751,0.031022,0.22135,0.182781,6.234375,female
0.033138,0.205588,0.179753,0.223236,0.043483,0.179791,0.17806,5.445313,female
0.042392,0.212152,0.180529,0.25138,0.070851,0.198001,0.169677,6.851563,female
0.030396,0.198105,0.183464,0.212974,0.02951,0.177914,0.188897,1.398438,female
0.037574,0.220555,0.200416,0.246274,0.045858,0.188399,0.182308,1.484375,female
0.031488,0.195094,0.182032,0.218269,0.036238,0.174607,0.186066,6,female
0.031964,0.198973,0.184434,0.223804,0.03937,0.165662,0.184609,6.070313,female
0.031261,0.223285,0.1991,0.237762,0.038662,0.15492,0.193159,5.90625,female
0.030422,0.19173,0.172434,0.212874,0.04044,0.175168,0.179518,3.257813,female
0.028246,0.205997,0.184519,0.215955,0.031437,0.154743,0.163315,4.71875,female
0.033226,0.199661,0.181726,0.220413,0.038687,0.205702,0.190959,3.484375,female
0.032628,0.200901,0.182461,0.21643,0.033969,0.207927,0.159933,0.71875,female
0.037712,0.214358,0.191233,0.238551,0.047319,0.2005,0.174615,5.960938,female
0.031737,0.209458,0.185944,0.228803,0.042859,0.168127,0.18876,1.75,female
0.034857,0.213417,0.190767,0.22728,0.036513,0.208558,0.181905,6.03125,female
0.086852,0.167028,0.044903,0.217365,0.172462,0.758995,0.181397,0.898438,female
0.082276,0.162165,0.046619,0.201348,0.154729,0.706316,0.171066,4.96875,female
0.080444,0.176174,0.058264,0.197712,0.139448,0.685224,0.176765,2.976563,female
0.086413,0.140828,0.028718,0.197988,0.16927,0.686228,0.166991,0.695313,female
0.045202,0.238093,0.191916,0.257045,0.065129,0.189703,0.130828,5.421875,female
0.043805,0.244333,0.210364,0.264957,0.054593,0.169907,0.132557,0.21875,female
0.047588,0.211617,0.18297,0.252277,0.069307,0.211718,0.116659,0.382813,female
0.045799,0.241893,0.201854,0.261499,0.059645,0.186378,0.15622,0.304688,female
0.040994,0.23926,0.209352,0.259512,0.05016,0.158712,0.191215,0.640625,female
0.045466,0.22565,0.199445,0.255009,0.055563,0.213296,0.151116,6.125,female
0.041389,0.225561,0.192337,0.247977,0.05564,0.182677,0.173334,5.054688,female
0.041596,0.236905,0.208646,0.259277,0.050631,0.1632,0.177575,2.710938,female
0.040847,0.231332,0.204575,0.258089,0.053514,0.156817,0.161654,1.382813,female
0.043653,0.253687,0.233953,0.267702,0.033749,0.149331,0.167447,1.882813,female
0.076917,0.097391,0.040686,0.178124,0.137437,0.72328,0.162193,3.242188,female
0.087951,0.139882,0.034146,0.208175,0.174029,0.6547,0.199232,0.6875,female
0.090609,0.19951,0.055695,0.233842,0.178147,0.656684,0.201336,4.070313,female
0.083039,0.066482,0.022565,0.185373,0.162808,0.651897,0.192894,3.210938,female
0.033291,0.203083,0.187421,0.23371,0.04629,0.166226,0.166291,6.140625,female
0.036022,0.215539,0.19367,0.23169,0.038019,0.221532,0.190942,6.460938,female
0.031316,0.196147,0.181189,0.208157,0.026968,0.187442,0.16911,1.398438,female
0.031257,0.196757,0.181622,0.21262,0.030998,0.183373,0.191984,3.632813,female
0.036448,0.199416,0.175934,0.221296,0.045362,0.23697,0.164764,5.976563,female
0.035039,0.191459,0.172999,0.220537,0.047538,0.2078,0.167732,5.742188,female
0.038674,0.202946,0.178527,0.229264,0.050736,0.204788,0.164629,6.609375,female
0.0329,0.218005,0.185985,0.228905,0.04292,0.171976,0.178801,3.421875,female
0.032739,0.218048,0.19821,0.227272,0.029062,0.187915,0.194794,5.757813,female
0.035659,0.184636,0.16706,0.216134,0.049074,0.211585,0.164786,5.398438,female
0.059701,0.199374,0.170402,0.221484,0.051082,0.52411,0.172934,4.335938,female
0.061929,0.210536,0.180521,0.247412,0.066891,0.52279,0.189631,0.28125,female
0.059601,0.192907,0.159399,0.235775,0.076376,0.488783,0.159394,1.1875,female
0.053983,0.204133,0.177206,0.243249,0.066043,0.459216,0.17749,0.28125,female
0.059299,0.184629,0.147614,0.206526,0.058912,0.579145,0.16159,0.375,female
0.058199,0.190947,0.159595,0.210459,0.050864,0.553794,0.160545,5.148438,female
0.067263,0.213502,0.180869,0.240594,0.059725,0.560213,0.18718,4.851563,female
0.059858,0.195425,0.153548,0.214721,0.061173,0.586028,0.168963,0.359375,female
0.076673,0.219079,0.179206,0.240127,0.060921,0.498639,0.19804,3.898438,female
0.089545,0.205757,0.111365,0.249916,0.138551,0.557869,0.196777,0.898438,female
0.074427,0.205498,0.168708,0.231974,0.063266,0.605141,0.186323,1.328125,female
0.0838,0.198388,0.138163,0.237488,0.099325,0.603737,0.186003,0.828125,female
0.082495,0.218128,0.165719,0.24773,0.08201,0.592861,0.181134,0.679688,female
0.073588,0.205719,0.180365,0.233963,0.053598,0.504531,0.185592,0.898438,female
0.090951,0.198704,0.049987,0.225032,0.175044,0.573029,0.19022,0.632813,female
0.094284,0.186365,0.037907,0.227292,0.189385,0.696891,0.185114,0.835938,female
0.081042,0.208392,0.180949,0.240551,0.059602,0.470285,0.196081,0.78125,female
0.093516,0.20438,0.062165,0.241849,0.179684,0.587218,0.200745,0.882813,female
0.075319,0.162289,0.065821,0.188408,0.122587,0.704062,0.170784,0.710938,female
0.093943,0.046864,0.013941,0.199025,0.185085,0.611914,0.173711,2.96875,female
0.083902,0.122619,0.035816,0.198465,0.162649,0.745204,0.167797,3.515625,female
0.08422,0.172032,0.038107,0.207377,0.16927,0.607811,0.1804,3.265625,female
0.079086,0.191073,0.116967,0.216309,0.099342,0.587658,0.16865,3.085938,female
0.084461,0.150429,0.050354,0.212581,0.162227,0.749188,0.187248,3.304688,female
0.086889,0.173206,0.045387,0.212586,0.167199,0.704139,0.198798,3.21875,female
0.085972,0.094096,0.036323,0.20192,0.165598,0.718515,0.184593,0.890625,female
0.083138,0.169747,0.058402,0.217596,0.159194,0.700716,0.178167,0.773438,female
0.09289,0.158226,0.033648,0.211903,0.178255,0.701977,0.158697,3.179688,female
0.06635,0.223085,0.184474,0.244249,0.059775,0.524121,0.173258,3.625,female
0.060981,0.205418,0.173604,0.235335,0.061731,0.499885,0.180511,0.265625,female
0.058974,0.204059,0.180295,0.216716,0.036421,0.481777,0.172464,5.046875,female
0.075909,0.211126,0.108398,0.233139,0.124741,0.655594,0.186196,0.273438,female
0.073812,0.201634,0.129847,0.217079,0.087232,0.590861,0.165827,0.265625,female
0.058509,0.179371,0.155882,0.194051,0.03817,0.510842,0.175463,1.710938,female
0.067542,0.183511,0.140182,0.205722,0.06554,0.569697,0.144046,0.445313,female
0.053048,0.201888,0.167039,0.223119,0.05608,0.386045,0.159235,4.921875,female
0.057896,0.201618,0.172319,0.219741,0.047422,0.454415,0.175264,3.320313,female
0.059803,0.195726,0.173183,0.227118,0.053935,0.530253,0.172243,0.523438,female
0.098628,0.166725,0.009632,0.211357,0.201725,0.430486,0.119931,0,female
0.095837,0.110706,0.012263,0.211533,0.19927,0.448048,0.169795,0,female
0.093833,0.092915,0.02213,0.212511,0.190381,0.489857,0.165838,0,female
0.100262,0.072841,0.00155,0.215941,0.214391,0.392785,0.155282,0,female
