@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R3-5,7,9-11,13-19,21'

@attribute median numeric
@attribute Q25 numeric
@attribute Q75 numeric
@attribute skew numeric
@attribute sp.ent numeric
@attribute sfm numeric
@attribute mode numeric
@attribute meanfun numeric
@attribute minfun numeric
@attribute maxfun numeric
@attribute meandom numeric
@attribute mindom numeric
@attribute maxdom numeric
@attribute dfrange numeric
@attribute label {male,female}

@data
0.129154,0.108296,0.215757,2.755621,0.918166,0.467465,0.113468,0.114618,0.042373,0.217391,0.560037,0.107422,0.888672,0.78125,male
0.138373,0.109774,0.217492,2.483267,0.93327,0.515668,0.108746,0.099983,0.015083,0.140845,0.408842,0.053711,0.776367,0.722656,male
0.137289,0.112455,0.218963,2.725312,0.921259,0.446004,0.111056,0.108385,0.019084,0.277778,0.673828,0.087891,3.994141,3.90625,male
0.140954,0.117201,0.221573,2.388116,0.929557,0.479483,0.117375,0.10873,0.017857,0.243902,0.916748,0.092773,3.974609,3.881836,male
0.137282,0.10958,0.215479,2.942004,0.920055,0.452015,0.110632,0.109522,0.045662,0.238095,0.742751,0.004883,3.999023,3.994141,male
0.134031,0.110472,0.219829,3.36129,0.929282,0.510689,0.11286,0.102886,0.028011,0.151515,0.514573,0.058594,0.795898,0.737305,male
0.147835,0.110535,0.220219,2.454632,0.933421,0.491933,0.10764,0.109564,0.010953,0.227273,0.440538,0.048828,0.786133,0.737305,male
0.141639,0.118176,0.228934,2.28422,0.931208,0.478228,0.120591,0.114064,0.035971,0.188679,0.654297,0.083008,3.457031,3.374023,male
0.132409,0.112282,0.22174,2.634251,0.916162,0.43933,0.113342,0.109134,0.041667,0.277778,0.932242,0.004883,3.950195,3.945313,male
0.133325,0.111132,0.220429,3.410285,0.911712,0.463351,0.110131,0.114819,0.052083,0.263158,0.575421,0.004883,3.955078,3.950195,male
0.128658,0.106684,0.211772,3.358103,0.916754,0.470701,0.107392,0.101935,0.048077,0.119048,0.625904,0.004883,3.964844,3.959961,male
0.139073,0.11463,0.217797,1.995494,0.9349,0.491228,0.113618,0.115567,0.034247,0.27027,0.574261,0.083008,2.827148,2.744141,male
0.127465,0.110698,0.214884,3.447731,0.912684,0.454094,0.111186,0.121602,0.040816,0.263158,0.45105,0.004883,0.795898,0.791016,male
0.171909,0.108091,0.219123,2.954296,0.901312,0.385642,0.106708,0.104192,0.013369,0.222222,0.429145,0.004883,0.795898,0.791016,male
0.171791,0.114757,0.232615,2.360729,0.914712,0.425689,0.116825,0.115603,0.044053,0.25641,0.467187,0.078125,0.795898,0.717773,male
0.140085,0.112611,0.224204,3.506742,0.90718,0.41258,0.114815,0.110352,0.019231,0.27027,0.420532,0.087891,0.771484,0.683594,male
0.147013,0.107879,0.216797,3.648593,0.898225,0.401169,0.110649,0.115299,0.079365,0.25,0.460938,0.087891,0.786133,0.698242,male
0.191191,0.06235,0.224552,2.801344,0.952161,0.679223,0.049926,0.185042,0.023022,0.275862,0.272964,0.046875,0.742188,0.695313,female
0.200639,0.175489,0.226068,3.00189,0.910458,0.506099,0.05002,0.15959,0.018713,0.266667,0.25897,0.054688,0.804688,0.75,female
0.211358,0.184422,0.235687,2.543841,0.904432,0.425289,0.049961,0.156465,0.016194,0.266667,0.250446,0.054688,0.898438,0.84375,female
0.204656,0.180611,0.255954,2.392326,0.907115,0.524209,0.193435,0.182629,0.024922,0.275862,0.269531,0.054688,0.703125,0.648438,female
0.220229,0.190343,0.249759,1.707786,0.879674,0.343548,0.050165,0.162043,0.016807,0.262295,0.260789,0.054688,0.8125,0.757813,female
0.189051,0.158394,0.216642,3.020346,0.901022,0.491709,0.050073,0.168343,0.015936,0.271186,0.253125,0.054688,0.914063,0.859375,female
0.204277,0.127086,0.240377,2.76467,0.927424,0.580274,0.241551,0.162259,0.016842,0.275862,0.207332,0.054688,0.546875,0.492188,female
0.216026,0.19223,0.255276,1.918543,0.896919,0.409583,0.050066,0.163077,0.016754,0.275862,0.205,0.046875,0.757813,0.710938,female
0.21164,0.183674,0.236498,2.176245,0.902083,0.449973,0.050062,0.162897,0.016684,0.271186,0.357244,0.054688,0.929688,0.875,female
0.204847,0.180113,0.227361,2.780535,0.909607,0.526946,0.050102,0.143819,0.015764,0.271186,0.222982,0.054688,1.015625,0.960938,female
0.198857,0.169845,0.213974,2.475111,0.889682,0.26059,0.208638,0.170613,0.032854,0.275862,0.839015,0.007813,6.992188,6.984375,female
0.204637,0.170734,0.213307,3.649283,0.873564,0.27753,0.210639,0.157393,0.015826,0.246154,0.647629,0.007813,5.953125,5.945313,female
0.192976,0.158167,0.21775,1.608138,0.911405,0.309484,0.193103,0.162553,0.059259,0.271186,0.65625,0.148438,6.820313,6.671875,female
0.178621,0.155499,0.21127,1.698171,0.912666,0.337722,0.15677,0.156678,0.018913,0.258065,0.797917,0.007813,5.953125,5.945313,female
0.181654,0.156795,0.220095,1.667357,0.916303,0.321683,0.16298,0.15458,0.015842,0.253968,0.451865,0.140625,2.609375,2.46875,female
0.193701,0.1742,0.223825,2.03395,0.898585,0.269968,0.177692,0.18661,0.016495,0.275862,0.336648,0.007813,0.664063,0.65625,female
0.205149,0.060682,0.230407,1.633377,0.935653,0.569033,0.232255,0.198199,0.061776,0.275862,0.741146,0.007813,3.96875,3.960938,female
0.172032,0.078422,0.201026,1.717548,0.956338,0.72363,0,0.160708,0.015857,0.258065,1.032552,0.007813,5.132813,5.125,female
0.070083,0.029702,0.19323,1.687779,0.938698,0.622022,0.021692,0.175173,0.036199,0.228571,1.224121,0.03125,5.953125,5.921875,female
0.169705,0.052952,0.222657,1.114939,0.964292,0.747201,0.16738,0.195872,0.055556,0.275862,0.411932,0.007813,2.976563,2.96875,female
0.088363,0.029822,0.194951,1.722062,0.962681,0.747374,0.008836,0.189172,0.016,0.262295,0.680707,0.007813,4.914063,4.90625,female
0.174703,0.067331,0.230466,1.309302,0.956734,0.696907,0.169364,0.178265,0.041667,0.275862,0.367647,0.007813,0.914063,0.90625,female
0.189495,0.061751,0.243232,1.181424,0.958113,0.724561,0.260202,0.193687,0.057348,0.258065,0.462358,0.023438,0.742188,0.71875,female
0.106461,0.064049,0.173972,0.141735,0.974426,0.762459,0.03592,0.193369,0.026059,0.25,0.372283,0.015625,0.90625,0.890625,female
0.145739,0.032031,0.199123,1.483382,0.941022,0.620471,0.193518,0.187219,0.032787,0.238806,0.610609,0.015625,3.773438,3.757813,female
0.184577,0.084975,0.234378,1.600398,0.965696,0.768796,0.220448,0.190429,0.068966,0.271186,0.726563,0.039063,3.523438,3.484375,female
0.084109,0.045514,0.184603,0.81445,0.954834,0.662665,0.178414,0.160506,0.016684,0.235294,0.825893,0.015625,4.390625,4.375,female
0.185332,0.06476,0.21524,2.436047,0.956487,0.718422,0.213591,0.187319,0.050794,0.275862,0.608696,0.007813,3.40625,3.398438,female
0.199428,0.095707,0.225692,1.821762,0.930716,0.601286,0.203879,0.189002,0.040921,0.253968,0.172585,0.015625,0.5625,0.546875,female
0.08237,0.032033,0.193054,1.599477,0.95286,0.688808,0.014586,0.18955,0.03125,0.266667,0.776563,0.007813,4.671875,4.664063,female
0.074422,0.015685,0.202241,3.222442,0.936815,0.674005,0.007342,0.195894,0.105263,0.246154,0.78824,0.007813,3.5,3.492188,female
0.217169,0.189013,0.239851,7.727108,0.888329,0.368235,0.050056,0.167177,0.016649,0.275862,0.152478,0.054688,0.71875,0.664063,female
0.20984,0.189794,0.237989,9.442351,0.878045,0.333316,0.050114,0.163877,0.016113,0.271186,0.15625,0.054688,0.789063,0.734375,female
0.199177,0.173587,0.220289,10.184547,0.87444,0.386447,0.050114,0.131372,0.016684,0.266667,0.089844,0.054688,0.40625,0.351563,female
0.189544,0.077682,0.218545,6.149745,0.932346,0.63122,0.050062,0.143875,0.016667,0.275862,0.182528,0.054688,0.757813,0.703125,female
0.212757,0.180025,0.224854,5.588296,0.861743,0.338165,0.050165,0.150005,0.016048,0.271186,0.162574,0.054688,0.734375,0.679688,female
0.209107,0.183097,0.226193,9.507447,0.873962,0.378078,0.049982,0.159363,0.018265,0.266667,0.165104,0.054688,0.640625,0.585938,female
0.206228,0.179162,0.246946,7.806983,0.903614,0.447922,0.05006,0.147165,0.015748,0.275862,0.173584,0.054688,0.617188,0.5625,female
0.212,0.184533,0.238133,4.384679,0.897404,0.393757,0.050133,0.160405,0.016842,0.266667,0.224138,0.054688,0.554688,0.5,female
0.209267,0.182864,0.237299,4.735224,0.885191,0.384833,0.050198,0.184561,0.017354,0.258065,0.222147,0.054688,0.859375,0.804688,female
0.208139,0.183804,0.226462,4.352203,0.883909,0.369092,0.050102,0.17816,0.025518,0.266667,0.188368,0.054688,0.734375,0.679688,female
0.19079,0.174054,0.210873,3.030984,0.88395,0.169242,0.191227,0.174259,0.022631,0.275862,0.719172,0.148438,6.984375,6.835938,female
0.202357,0.190711,0.231473,3.922638,0.892376,0.432588,0.200173,0.15018,0.017186,0.25,0.462813,0.007813,1.90625,1.898438,female
0.203849,0.180614,0.232162,2.20033,0.903569,0.405039,0.182371,0.192564,0.029575,0.275862,0.444063,0.164063,0.867188,0.703125,female
0.215941,0.144133,0.236863,2.506122,0.921195,0.531715,0.228598,0.156697,0.015889,0.271186,0.44875,0.007813,4.101563,4.09375,female
0.063467,0.039733,0.128267,1.644754,0.945868,0.655976,0.048267,0.177713,0.020075,0.271186,2.253551,0.007813,5.382813,5.375,female
0.214003,0.181785,0.249149,1.684688,0.922559,0.506236,0.26106,0.14817,0.015733,0.275862,0.885851,0.007813,6.742188,6.734375,female
0.224467,0.195783,0.237641,3.000446,0.89661,0.416068,0.230971,0.132917,0.016129,0.275862,0.403993,0.007813,5.140625,5.132813,female
0.214238,0.19352,0.229305,3.540719,0.894763,0.432147,0.217691,0.163254,0.016327,0.275862,0.419398,0.007813,5.289063,5.28125,female
0.213417,0.187057,0.233724,2.159675,0.914283,0.499962,0.207755,0.147149,0.015656,0.275862,0.425881,0.007813,6.546875,6.539063,female
0.232552,0.197406,0.248368,2.293469,0.903789,0.442256,0.242315,0.196979,0.036117,0.275862,1.33625,0.023438,7,6.976563,female
0.2098,0.177235,0.23836,1.59959,0.920989,0.510916,0.216473,0.187842,0.017621,0.258065,1.494271,0.078125,6.96875,6.890625,female
0.190088,0.171408,0.213284,3.048678,0.898208,0.457623,0.211232,0.174592,0.015764,0.275862,0.299862,0.007813,5.101563,5.09375,female
0.217324,0.185815,0.250706,1.451202,0.921713,0.489193,0.227883,0.131905,0.015873,0.275862,0.831101,0.007813,6.539063,6.53125,female
0.205425,0.17317,0.225327,1.846474,0.910068,0.45504,0.223268,0.182574,0.021025,0.275862,0.291667,0.007813,2.070313,2.0625,female
0.163309,0.141287,0.211931,2.98436,0.949167,0.698218,0.155873,0.140512,0.016194,0.235294,0.189062,0.007813,0.367188,0.359375,female
0.19994,0.162649,0.221219,2.075979,0.930928,0.572449,0.200572,0.184876,0.019975,0.262295,0.321562,0.007813,3.539063,3.53125,female
0.205286,0.181449,0.233215,2.182582,0.913188,0.474577,0.201017,0.188307,0.069565,0.262295,0.206149,0.007813,0.382813,0.375,female
0.18726,0.155457,0.214837,1.426546,0.943464,0.625889,0.210389,0.174938,0.021978,0.242424,0.390214,0.015625,3.914063,3.898438,female
0.194051,0.148141,0.248503,1.119932,0.93946,0.579687,0.144671,0.138084,0.017279,0.271186,0.184152,0.015625,0.273438,0.257813,female
0.21269,0.183414,0.227703,2.339899,0.899911,0.442175,0.21244,0.181775,0.018846,0.275862,0.234766,0.101563,0.460938,0.359375,female
0.206362,0.176674,0.227318,2.453493,0.915608,0.512878,0.231102,0.17134,0.016145,0.275862,0.20662,0.007813,0.46875,0.460938,female
0.207055,0.167638,0.233333,1.802315,0.942977,0.611413,0.231219,0.157452,0.016227,0.258065,0.49116,0.007813,3.679688,3.671875,female
0.206913,0.163194,0.236281,1.311471,0.933076,0.580609,0.243957,0.176214,0.018265,0.25,0.207813,0.164063,0.257813,0.09375,female
0.183914,0.061055,0.221197,1.659775,0.958604,0.710824,0.207185,0.187887,0.041995,0.242424,0.298234,0.015625,0.851563,0.835938,female
0.107002,0.042929,0.18389,1.208085,0.969197,0.786134,0.016018,0.165833,0.017582,0.238806,0.929129,0.007813,5.507813,5.5,female
0.09102,0.040038,0.19245,1.3073,0.966363,0.763436,0.034433,0.182847,0.026273,0.253968,0.279605,0.015625,0.742188,0.726563,female
0.192519,0.108119,0.228867,2.043427,0.952953,0.695664,0.1956,0.194808,0.053512,0.275862,0.6875,0.015625,3.648438,3.632813,female
0.141808,0.043653,0.215424,1.185599,0.978482,0.842936,0.241771,0.214127,0.168421,0.262295,0.338405,0.015625,0.789063,0.773438,female
0.142053,0.057067,0.202405,1.341973,0.973843,0.801313,0.200352,0.179867,0.02852,0.275862,0.521739,0.023438,3.875,3.851563,female
0.156016,0.061026,0.22284,0.608371,0.976355,0.818056,0.195503,0.17842,0.016667,0.275862,0.509301,0.007813,3.898438,3.890625,female
0.174517,0.048047,0.20075,2.080062,0.936158,0.614808,0.19357,0.16384,0.066667,0.238806,0.716518,0.007813,3,2.992188,female
0.159216,0.046438,0.21366,1.537652,0.967103,0.772644,0.00732,0.185548,0.03252,0.271186,0.305589,0.007813,0.90625,0.898438,female
0.191263,0.053598,0.227514,1.393872,0.958435,0.699034,0.219285,0.18271,0.042895,0.275862,0.75625,0.007813,4.9375,4.929688,female
0.177818,0.061731,0.216584,2.486141,0.964991,0.754474,0.211106,0.199269,0.017241,0.258065,0.243359,0.007813,0.664063,0.65625,female
0.071577,0.024263,0.195321,1.899222,0.948618,0.678843,0.020624,0.190846,0.030189,0.275862,0.359375,0.007813,0.71875,0.710938,female
0.187643,0.085523,0.219079,1.81703,0.955927,0.698466,0.198382,0.192754,0.0625,0.262295,0.359063,0.03125,0.921875,0.890625,female
0.121542,0.023682,0.19398,2.193672,0.943584,0.676598,0.007313,0.184,0.086486,0.258065,0.33817,0.007813,0.710938,0.703125,female
0.065308,0.032779,0.159893,1.27292,0.957693,0.715485,0.026273,0.1784,0.02168,0.253968,0.525608,0.007813,4.257813,4.25,female
0.130709,0.041968,0.215606,1.402166,0.959689,0.725848,0.185812,0.194586,0.027397,0.275862,0.396635,0.023438,1.070313,1.046875,female
0.057992,0.024212,0.149958,2.515471,0.945117,0.664387,0.015035,0.191227,0.044444,0.258065,0.832201,0.007813,3.382813,3.375,female
0.11806,0.03796,0.209303,2.056051,0.965135,0.777006,0.004876,0.187464,0.063492,0.258065,0.371582,0.007813,3.164063,3.15625,female
0.163471,0.053018,0.19716,1.96623,0.952319,0.701159,0.197988,0.182415,0.033827,0.258065,0.477865,0.007813,3.179688,3.171875,female
0.095187,0.035139,0.210834,1.513764,0.964303,0.747514,0.011565,0.191964,0.016684,0.275862,0.8775,0.007813,5.414063,5.40625,female
0.186359,0.054829,0.226711,1.193056,0.959855,0.724073,0.208845,0.19173,0.019277,0.271186,0.446875,0.007813,2.664063,2.65625,female
0.172032,0.054675,0.224773,0.961379,0.965711,0.751655,0.238304,0.176033,0.030189,0.246154,0.383333,0.007813,0.976563,0.96875,female
0.187223,0.070083,0.23795,1.351214,0.951377,0.66789,0.23261,0.192924,0.038647,0.266667,0.479779,0.007813,3.023438,3.015625,female
0.08908,0.029777,0.185916,1.990995,0.965612,0.768918,0.012511,0.175652,0.017778,0.266667,0.279212,0.007813,0.992188,0.984375,female
0.118831,0.051944,0.207065,0.848884,0.975041,0.79829,0.0169,0.17992,0.018824,0.275862,0.301663,0.007813,1.117188,1.109375,female
0.158284,0.053117,0.215405,1.369255,0.963714,0.743834,0.218608,0.20146,0.069264,0.275862,0.534668,0.007813,3.164063,3.15625,female
0.177712,0.056827,0.228081,2.287123,0.962787,0.753093,0.230923,0.193783,0.045845,0.266667,0.640299,0.007813,3.5625,3.554688,female
0.121841,0.052329,0.215565,1.460664,0.971068,0.782441,0.214198,0.193368,0.041451,0.275862,0.57706,0.023438,3.117188,3.09375,female
0.191886,0.051704,0.24723,1.349572,0.952439,0.685526,0.273082,0.194529,0.020075,0.275862,0.5,0.007813,3.171875,3.164063,female
0.186555,0.058403,0.213254,1.703658,0.941309,0.625273,0.1959,0.178228,0.041885,0.238806,0.664497,0.023438,3.523438,3.5,female
0.209176,0.150212,0.244094,5.8169,0.915355,0.536783,0.050071,0.166523,0.016064,0.275862,0.225204,0.054688,0.78125,0.726563,female
0.204901,0.183267,0.242296,7.95808,0.898311,0.464725,0.050066,0.153984,0.015952,0.275862,0.135625,0.054688,0.765625,0.710938,female
0.19076,0.136452,0.215049,6.734125,0.909245,0.570766,0.050214,0.117018,0.016667,0.275862,0.108538,0.054688,0.289063,0.234375,female
0.130314,0.069266,0.207505,4.096389,0.974285,0.82223,0.050189,0.137531,0.017297,0.275862,0.130409,0.046875,0.507813,0.460938,female
0.175978,0.081341,0.218408,7.991525,0.962921,0.759878,0.050056,0.140644,0.01608,0.258065,0.161258,0.054688,0.578125,0.523438,female
0.060212,0.005932,0.170551,22.998462,0.874067,0.637239,0,0.190065,0.016985,0.275862,0.007813,0.007813,0.007813,0,female
0.160479,0.060599,0.208862,8.727406,0.963174,0.767661,0.05006,0.142987,0.01658,0.275862,0.161865,0.054688,0.75,0.695313,female
0.188343,0.112615,0.221038,6.478942,0.925455,0.604048,0.05002,0.1491,0.016667,0.25,0.244792,0.054688,0.773438,0.71875,female
0.182748,0.100992,0.223893,5.404833,0.92439,0.615591,0.050229,0.148348,0.016684,0.275862,0.212612,0.054688,0.59375,0.539063,female
0.184972,0.106369,0.224078,11.521316,0.946567,0.693223,0.050056,0.147149,0.017525,0.275862,0.175681,0.054688,0.65625,0.601563,female
0.199204,0.058159,0.23194,1.742734,0.9471,0.666104,0.210697,0.189649,0.051118,0.258065,0.921875,0.007813,3.53125,3.523438,female
0.197082,0.070501,0.25196,1.232448,0.938146,0.606234,0.060086,0.16846,0.016016,0.275862,0.599826,0.007813,2.851563,2.84375,female
0.200572,0.073087,0.235614,1.178504,0.951301,0.668715,0.199571,0.203223,0.0625,0.258065,0.441964,0.023438,1.078125,1.054688,female
0.154547,0.028027,0.202326,1.702341,0.944845,0.652499,0.008008,0.185729,0.034632,0.258065,0.342391,0.007813,3.046875,3.039063,female
0.190048,0.05205,0.231687,1.449626,0.95046,0.662099,0.230353,0.201392,0.017316,0.275862,0.373798,0.007813,0.984375,0.976563,female
0.102498,0.036034,0.206864,1.589454,0.953742,0.665332,0.19592,0.191199,0.016427,0.258065,0.31901,0.007813,0.796875,0.789063,female
0.066441,0.026102,0.157797,2.314418,0.952193,0.714591,0.012161,0.168044,0.059925,0.242424,0.623698,0.007813,3.296875,3.289063,female
0.212406,0.197854,0.235172,3.520345,0.86263,0.309116,0.049992,0.178112,0.016632,0.253968,0.17803,0.054688,0.648438,0.59375,female
0.198505,0.106229,0.230215,3.184979,0.927606,0.554812,0.050102,0.158126,0.015842,0.266667,0.195313,0.054688,0.6875,0.632813,female
0.201868,0.166994,0.24479,4.12485,0.925342,0.553533,0.049964,0.162009,0.019093,0.275862,0.157609,0.054688,0.734375,0.679688,female
0.206855,0.182757,0.232445,3.016254,0.892815,0.406427,0.050114,0.160368,0.016701,0.242424,0.218099,0.054688,0.75,0.695313,female
0.167097,0.060516,0.228516,2.007897,0.965019,0.783827,0.050129,0.135787,0.016754,0.275862,0.1875,0.03125,0.65625,0.625,female
0.210642,0.17578,0.232661,2.556097,0.910705,0.477903,0.050275,0.164945,0.017621,0.271186,0.213542,0.054688,0.679688,0.625,female
0.199417,0.170601,0.228233,3.046747,0.91488,0.526974,0.049982,0.155693,0.016736,0.235294,0.195052,0.054688,0.742188,0.6875,female
0.194491,0.163353,0.22012,3.548555,0.921349,0.5371,0.05006,0.165601,0.016444,0.266667,0.210205,0.054688,0.742188,0.6875,female
0.21517,0.176886,0.241437,2.166917,0.917667,0.493545,0.05002,0.158243,0.017429,0.266667,0.188657,0.039063,0.53125,0.492188,female
0.170838,0.063314,0.210136,2.040182,0.939356,0.587443,0.050214,0.142991,0.016227,0.271186,0.300781,0.054688,0.789063,0.734375,female
0.255139,0.233439,0.265041,3.009345,0.844159,0.241623,0.265252,0.167971,0.015984,0.275862,0.329282,0.007813,2.375,2.367188,female
0.257417,0.242124,0.267994,3.230611,0.823125,0.204484,0.270567,0.196347,0.02005,0.275862,0.557031,0.007813,5.195313,5.1875,female
0.254724,0.240542,0.26652,2.82498,0.83105,0.207807,0.258375,0.216581,0.064777,0.275862,0.594643,0.015625,5.210938,5.195313,female
0.241655,0.226486,0.254086,3.173683,0.853374,0.308696,0.241445,0.213947,0.01581,0.275862,0.752378,0.226563,4.539063,4.3125,female
0.252447,0.229605,0.265635,2.904765,0.854413,0.307971,0.264458,0.196494,0.021136,0.275862,0.456845,0.007813,2.0625,2.054688,female
0.249894,0.238583,0.261206,3.083584,0.825632,0.186665,0.246936,0.204661,0.016931,0.271186,0.795496,0.007813,5.054688,5.046875,female
0.249942,0.230338,0.266278,2.232849,0.855381,0.256008,0.248961,0.215689,0.029091,0.275862,0.549279,0.226563,5.164063,4.9375,female
0.256984,0.236169,0.268792,3.203079,0.824963,0.201548,0.268392,0.225755,0.062745,0.275862,0.638849,0.007813,4.078125,4.070313,female
0.255031,0.240735,0.266086,2.815614,0.832678,0.247794,0.260749,0.209523,0.017204,0.275862,0.580181,0.015625,5.5,5.484375,female
0.251461,0.236147,0.261206,3.445643,0.834712,0.249656,0.251112,0.229153,0.060837,0.275862,0.880729,0.234375,4.992188,4.757813,female
0.209186,0.203895,0.218818,4.678923,0.784447,0.036876,0.208236,0.196548,0.017758,0.271186,0.410938,0.1875,1.078125,0.890625,female
0.142228,0.12227,0.195709,2.450805,0.922367,0.545209,0.139903,0.134173,0.01907,0.262295,0.161979,0.007813,0.671875,0.664063,female
0.145003,0.122989,0.175023,2.4759,0.926537,0.555472,0.127901,0.118444,0.019277,0.175824,0.23625,0.007813,1.632813,1.625,female
0.139628,0.121011,0.214282,2.967621,0.921284,0.556932,0.130878,0.135429,0.01581,0.262295,0.374155,0.007813,6.976563,6.96875,female
0.15014,0.125235,0.187497,2.555883,0.92863,0.570919,0.163304,0.138678,0.016162,0.271186,0.282589,0.007813,5.734375,5.726563,female
0.147186,0.128265,0.165744,3.113014,0.908986,0.516985,0.147368,0.091912,0.01564,0.228571,0.084821,0.007813,0.179688,0.171875,female
0.143905,0.12106,0.169484,2.602777,0.915669,0.523185,0.1441,0.09266,0.01581,0.266667,0.15,0.007813,3.234375,3.226563,female
0.148562,0.125878,0.168133,3.160699,0.912146,0.538652,0.153678,0.142132,0.016736,0.266667,0.549769,0.007813,7,6.992188,female
0.15451,0.132895,0.163117,4.154631,0.878448,0.446044,0.160114,0.097645,0.015717,0.228571,0.078325,0.007813,0.195313,0.1875,female
0.150006,0.12295,0.169377,2.909629,0.923195,0.559665,0.164094,0.092691,0.016,0.242424,0.078613,0.007813,0.195313,0.1875,female
0.150119,0.128371,0.197691,2.35276,0.934023,0.580761,0.149817,0.125416,0.016129,0.262295,0.502887,0.007813,7,6.992188,female
0.157157,0.042092,0.195817,1.855458,0.962093,0.738187,0.174314,0.171961,0.026578,0.262295,1.044271,0.007813,4.953125,4.945313,female
0.179663,0.052884,0.218397,1.339181,0.960339,0.705241,0.060031,0.181477,0.022695,0.258065,0.535156,0.007813,3.65625,3.648438,female
0.124575,0.063068,0.190572,0.759289,0.976463,0.807726,0.203459,0.163012,0.020833,0.242424,0.777209,0.007813,4.585938,4.578125,female
0.19941,0.158081,0.23738,1.540607,0.941751,0.618584,0.203542,0.190072,0.047478,0.258065,0.738582,0.03125,2.976563,2.945313,female
0.191471,0.090817,0.223725,1.976542,0.952126,0.700683,0.230588,0.19881,0.095238,0.242424,0.872768,0.007813,3.28125,3.273438,female
0.200875,0.115391,0.224424,2.056068,0.917465,0.511028,0.201346,0.193539,0.0199,0.242424,0.443182,0.007813,3.15625,3.148438,female
0.201017,0.187853,0.210978,4.245282,0.838184,0.141782,0.199238,0.172201,0.073394,0.253968,1.04387,0.179688,5.734375,5.554688,female
0.197418,0.17683,0.216863,2.396114,0.871154,0.172296,0.17866,0.13532,0.016427,0.246154,0.71875,0.109375,3.804688,3.695313,female
0.178969,0.168604,0.210984,3.4594,0.863011,0.167432,0.171753,0.143391,0.015936,0.235294,1.451302,0.171875,5.617188,5.445313,female
0.18438,0.169229,0.205248,2.296941,0.864842,0.125105,0.173374,0.14182,0.017316,0.275862,0.65332,0.007813,5.570313,5.5625,female
0.154149,0.05734,0.214468,1.135276,0.972161,0.78759,0.21242,0.148854,0.015889,0.275862,0.485085,0.007813,6.03125,6.023438,female
0.18794,0.175205,0.204678,3.009522,0.82606,0.108264,0.178843,0.163047,0.026144,0.216216,0.79375,0.179688,6.578125,6.398438,female
0.217291,0.198611,0.247025,1.657694,0.877956,0.1061,0.200708,0.161967,0.044693,0.246154,1.534951,0.179688,5.734375,5.554688,female
0.190627,0.175387,0.209483,2.797844,0.838213,0.129738,0.175129,0.145136,0.016478,0.275862,1.489062,0.179688,6.976563,6.796875,female
0.182219,0.174786,0.208142,4.093191,0.838634,0.132974,0.178598,0.156325,0.016016,0.258065,1.270312,0.179688,5.703125,5.523438,female
0.195301,0.174054,0.209418,2.363811,0.851916,0.119268,0.173326,0.170847,0.015702,0.275862,0.628906,0.007813,5.429688,5.421875,female
0.191969,0.170761,0.210175,2.562041,0.904982,0.351996,0.189768,0.169722,0.016754,0.275862,0.583333,0.007813,4.734375,4.726563,female
0.180857,0.167143,0.200286,2.218499,0.831152,0.2051,0.174,0.163618,0.037647,0.205128,0.765625,0.164063,6.242188,6.078125,female
0.18757,0.168301,0.204731,2.277118,0.864232,0.2775,0.181548,0.170741,0.036782,0.205128,0.451823,0.164063,5.992188,5.828125,female
0.185277,0.170122,0.199296,2.221711,0.840933,0.212158,0.170501,0.178872,0.081633,0.231884,0.19184,0.164063,0.234375,0.070313,female
0.185206,0.168478,0.197553,3.418464,0.841379,0.308101,0.172063,0.164002,0.022567,0.202532,0.204044,0.164063,0.390625,0.226563,female
0.177231,0.164923,0.187385,4.230065,0.805992,0.21244,0.163692,0.169975,0.019753,0.258065,0.69043,0.164063,6.265625,6.101563,female
0.172542,0.162018,0.183066,2.900473,0.816741,0.202109,0.162018,0.159755,0.016145,0.219178,0.969375,0.164063,6.539063,6.375,female
0.174444,0.1625,0.196667,2.649251,0.843056,0.235185,0.162778,0.15902,0.016113,0.271186,0.767428,0.15625,6.28125,6.125,female
0.173992,0.162239,0.189202,2.808492,0.852621,0.28065,0.164543,0.157736,0.026622,0.195122,0.493952,0.085938,5.578125,5.492188,female
0.181087,0.170815,0.198587,3.224484,0.815591,0.203101,0.172717,0.171749,0.044321,0.213333,0.773438,0.164063,6.882813,6.71875,female
0.181053,0.172105,0.195789,3.35034,0.817365,0.233875,0.175789,0.172607,0.084656,0.246154,0.859375,0.171875,6.0625,5.890625,female
0.181553,0.167233,0.196895,2.847011,0.852756,0.293614,0.187178,0.167403,0.051613,0.242424,0.748605,0.023438,6.796875,6.773438,female
0.181155,0.165722,0.195853,2.897037,0.826029,0.196993,0.167927,0.178054,0.085561,0.271186,0.432155,0.164063,4.40625,4.242188,female
0.185843,0.173804,0.207453,3.20714,0.849835,0.292049,0.173495,0.174887,0.017467,0.253968,1.002717,0.164063,6.304688,6.140625,female
0.181149,0.169088,0.190135,3.196902,0.822353,0.212119,0.182095,0.172216,0.016211,0.242424,0.279514,0.15625,0.695313,0.539063,female
0.179417,0.166505,0.197087,2.553964,0.817872,0.181513,0.166505,0.165879,0.05694,0.213333,0.201389,0.164063,0.375,0.210938,female
0.174133,0.085424,0.190926,3.034384,0.905599,0.53506,0.18764,0.161951,0.017937,0.207792,0.786328,0.007813,6.21875,6.210938,female
